,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RESTYPE_3_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,Lives in a household,2154
1,2021,E01022350,2021 super output areas - lower layer,151,Lives in a communal establishment,2
2,2021,E01022382,2021 super output areas - lower layer,151,Total: All usual residents,1621
3,2021,E01022382,2021 super output areas - lower layer,151,Lives in a household,1541
4,2021,E01022382,2021 super output areas - lower layer,151,Lives in a communal establishment,80
5,2021,E01022383,2021 super output areas - lower layer,151,Total: All usual residents,1499
6,2021,E01022383,2021 super output areas - lower layer,151,Lives in a household,1499
7,2021,E01022383,2021 super output areas - lower layer,151,Lives in a communal establishment,0
8,2021,E01022384,2021 super output areas - lower layer,151,Total: All usual residents,1399
9,2021,E01022384,2021 super output areas - lower layer,151,Lives in a household,1352
10,2021,E01022384,2021 super output areas - lower layer,151,Lives in a communal establishment,47
11,2021,E01022359,2021 super output areas - lower layer,151,Total: All usual residents,1534
12,2021,E01022359,2021 super output areas - lower layer,151,Lives in a household,1534
13,2021,E01022359,2021 super output areas - lower layer,151,Lives in a communal establishment,0
14,2021,E01022360,2021 super output areas - lower layer,151,Total: All usual residents,1480
15,2021,E01022360,2021 super output areas - lower layer,151,Lives in a household,1480
16,2021,E01022360,2021 super output areas - lower layer,151,Lives in a communal establishment,0
17,2021,E01022361,2021 super output areas - lower layer,151,Total: All usual residents,1199
18,2021,E01022361,2021 super output areas - lower layer,151,Lives in a household,1199
19,2021,E01022361,2021 super output areas - lower layer,151,Lives in a communal establishment,0
20,2021,E01022362,2021 super output areas - lower layer,151,Total: All usual residents,1129
21,2021,E01022362,2021 super output areas - lower layer,151,Lives in a household,1129
22,2021,E01022362,2021 super output areas - lower layer,151,Lives in a communal establishment,0
23,2021,E01022363,2021 super output areas - lower layer,151,Total: All usual residents,2043
24,2021,E01022363,2021 super output areas - lower layer,151,Lives in a household,2043
25,2021,E01022363,2021 super output areas - lower layer,151,Lives in a communal establishment,0
26,2021,E01022364,2021 super output areas - lower layer,151,Total: All usual residents,1136
27,2021,E01022364,2021 super output areas - lower layer,151,Lives in a household,1136
28,2021,E01022364,2021 super output areas - lower layer,151,Lives in a communal establishment,0
29,2021,E01022351,2021 super output areas - lower layer,151,Total: All usual residents,1613
30,2021,E01022351,2021 super output areas - lower layer,151,Lives in a household,1613
31,2021,E01022351,2021 super output areas - lower layer,151,Lives in a communal establishment,0
32,2021,E01022352,2021 super output areas - lower layer,151,Total: All usual residents,1299
33,2021,E01022352,2021 super output areas - lower layer,151,Lives in a household,1274
34,2021,E01022352,2021 super output areas - lower layer,151,Lives in a communal establishment,25
35,2021,E01022353,2021 super output areas - lower layer,151,Total: All usual residents,1630
36,2021,E01022353,2021 super output areas - lower layer,151,Lives in a household,1630
37,2021,E01022353,2021 super output areas - lower layer,151,Lives in a communal establishment,0
38,2021,E01022413,2021 super output areas - lower layer,151,Total: All usual residents,2025
39,2021,E01022413,2021 super output areas - lower layer,151,Lives in a household,1981
40,2021,E01022413,2021 super output areas - lower layer,151,Lives in a communal establishment,44
41,2021,E01022385,2021 super output areas - lower layer,151,Total: All usual residents,1624
42,2021,E01022385,2021 super output areas - lower layer,151,Lives in a household,1619
43,2021,E01022385,2021 super output areas - lower layer,151,Lives in a communal establishment,5
44,2021,E01022386,2021 super output areas - lower layer,151,Total: All usual residents,1545
45,2021,E01022386,2021 super output areas - lower layer,151,Lives in a household,1455
46,2021,E01022386,2021 super output areas - lower layer,151,Lives in a communal establishment,90
47,2021,E01022387,2021 super output areas - lower layer,151,Total: All usual residents,1528
48,2021,E01022387,2021 super output areas - lower layer,151,Lives in a household,1518
49,2021,E01022387,2021 super output areas - lower layer,151,Lives in a communal establishment,10
50,2021,E01022388,2021 super output areas - lower layer,151,Total: All usual residents,1799
51,2021,E01022388,2021 super output areas - lower layer,151,Lives in a household,1793
52,2021,E01022388,2021 super output areas - lower layer,151,Lives in a communal establishment,6
53,2021,E01022372,2021 super output areas - lower layer,151,Total: All usual residents,2442
54,2021,E01022372,2021 super output areas - lower layer,151,Lives in a household,2398
55,2021,E01022372,2021 super output areas - lower layer,151,Lives in a communal establishment,44
56,2021,E01022373,2021 super output areas - lower layer,151,Total: All usual residents,1688
57,2021,E01022373,2021 super output areas - lower layer,151,Lives in a household,1688
58,2021,E01022373,2021 super output areas - lower layer,151,Lives in a communal establishment,0
59,2021,E01022374,2021 super output areas - lower layer,151,Total: All usual residents,2065
60,2021,E01022374,2021 super output areas - lower layer,151,Lives in a household,2034
61,2021,E01022374,2021 super output areas - lower layer,151,Lives in a communal establishment,31
62,2021,E01022375,2021 super output areas - lower layer,151,Total: All usual residents,1268
63,2021,E01022375,2021 super output areas - lower layer,151,Lives in a household,1268
64,2021,E01022375,2021 super output areas - lower layer,151,Lives in a communal establishment,0
65,2021,E01022381,2021 super output areas - lower layer,151,Total: All usual residents,2221
66,2021,E01022381,2021 super output areas - lower layer,151,Lives in a household,2213
67,2021,E01022381,2021 super output areas - lower layer,151,Lives in a communal establishment,8
68,2021,E01022415,2021 super output areas - lower layer,151,Total: All usual residents,1541
69,2021,E01022415,2021 super output areas - lower layer,151,Lives in a household,1503
70,2021,E01022415,2021 super output areas - lower layer,151,Lives in a communal establishment,38
71,2021,E01022416,2021 super output areas - lower layer,151,Total: All usual residents,1524
72,2021,E01022416,2021 super output areas - lower layer,151,Lives in a household,1521
73,2021,E01022416,2021 super output areas - lower layer,151,Lives in a communal establishment,3
74,2021,E01022417,2021 super output areas - lower layer,151,Total: All usual residents,1792
75,2021,E01022417,2021 super output areas - lower layer,151,Lives in a household,1792
76,2021,E01022417,2021 super output areas - lower layer,151,Lives in a communal establishment,0
77,2021,E01022418,2021 super output areas - lower layer,151,Total: All usual residents,1612
78,2021,E01022418,2021 super output areas - lower layer,151,Lives in a household,1600
79,2021,E01022418,2021 super output areas - lower layer,151,Lives in a communal establishment,12
80,2021,E01022450,2021 super output areas - lower layer,151,Total: All usual residents,2088
81,2021,E01022450,2021 super output areas - lower layer,151,Lives in a household,2035
82,2021,E01022450,2021 super output areas - lower layer,151,Lives in a communal establishment,53
83,2021,E01022451,2021 super output areas - lower layer,151,Total: All usual residents,1460
84,2021,E01022451,2021 super output areas - lower layer,151,Lives in a household,1455
85,2021,E01022451,2021 super output areas - lower layer,151,Lives in a communal establishment,5
86,2021,E01022452,2021 super output areas - lower layer,151,Total: All usual residents,1313
87,2021,E01022452,2021 super output areas - lower layer,151,Lives in a household,1313
88,2021,E01022452,2021 super output areas - lower layer,151,Lives in a communal establishment,0
89,2021,E01022455,2021 super output areas - lower layer,151,Total: All usual residents,1832
90,2021,E01022455,2021 super output areas - lower layer,151,Lives in a household,1832
91,2021,E01022455,2021 super output areas - lower layer,151,Lives in a communal establishment,0
92,2021,E01032938,2021 super output areas - lower layer,151,Total: All usual residents,2394
93,2021,E01032938,2021 super output areas - lower layer,151,Lives in a household,2349
94,2021,E01032938,2021 super output areas - lower layer,151,Lives in a communal establishment,45
95,2021,E01032939,2021 super output areas - lower layer,151,Total: All usual residents,1475
96,2021,E01032939,2021 super output areas - lower layer,151,Lives in a household,1475
97,2021,E01032939,2021 super output areas - lower layer,151,Lives in a communal establishment,0
98,2021,E01032940,2021 super output areas - lower layer,151,Total: All usual residents,1524
99,2021,E01032940,2021 super output areas - lower layer,151,Lives in a household,1524
100,2021,E01032940,2021 super output areas - lower layer,151,Lives in a communal establishment,0
101,2021,E01022456,2021 super output areas - lower layer,151,Total: All usual residents,1265
102,2021,E01022456,2021 super output areas - lower layer,151,Lives in a household,1265
103,2021,E01022456,2021 super output areas - lower layer,151,Lives in a communal establishment,0
104,2021,E01022457,2021 super output areas - lower layer,151,Total: All usual residents,1354
105,2021,E01022457,2021 super output areas - lower layer,151,Lives in a household,1324
106,2021,E01022457,2021 super output areas - lower layer,151,Lives in a communal establishment,30
107,2021,E01022458,2021 super output areas - lower layer,151,Total: All usual residents,1420
108,2021,E01022458,2021 super output areas - lower layer,151,Lives in a household,1420
109,2021,E01022458,2021 super output areas - lower layer,151,Lives in a communal establishment,0
110,2021,E01022459,2021 super output areas - lower layer,151,Total: All usual residents,1452
111,2021,E01022459,2021 super output areas - lower layer,151,Lives in a household,1446
112,2021,E01022459,2021 super output areas - lower layer,151,Lives in a communal establishment,6
113,2021,E01022460,2021 super output areas - lower layer,151,Total: All usual residents,1893
114,2021,E01022460,2021 super output areas - lower layer,151,Lives in a household,1893
115,2021,E01022460,2021 super output areas - lower layer,151,Lives in a communal establishment,0
116,2021,E01022461,2021 super output areas - lower layer,151,Total: All usual residents,1340
117,2021,E01022461,2021 super output areas - lower layer,151,Lives in a household,1340
118,2021,E01022461,2021 super output areas - lower layer,151,Lives in a communal establishment,0
119,2021,E01022462,2021 super output areas - lower layer,151,Total: All usual residents,1939
120,2021,E01022462,2021 super output areas - lower layer,151,Lives in a household,1931
121,2021,E01022462,2021 super output areas - lower layer,151,Lives in a communal establishment,8
122,2021,E01022449,2021 super output areas - lower layer,151,Total: All usual residents,2042
