,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NSSEC_10_NAME,OBS_VALUE
0,2021,E01021589,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1263
1,2021,E01021589,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",183
2,2021,E01021589,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",309
3,2021,E01021589,2021 super output areas - lower layer,151,L7 Intermediate occupations,165
4,2021,E01021589,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,112
5,2021,E01021589,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,50
6,2021,E01021589,2021 super output areas - lower layer,151,L12 Semi-routine occupations,122
7,2021,E01021589,2021 super output areas - lower layer,151,L13 Routine occupations,156
8,2021,E01021589,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,80
9,2021,E01021589,2021 super output areas - lower layer,151,L15 Full-time students,86
10,2021,E01021592,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1314
11,2021,E01021592,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",130
12,2021,E01021592,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",210
13,2021,E01021592,2021 super output areas - lower layer,151,L7 Intermediate occupations,138
14,2021,E01021592,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,137
15,2021,E01021592,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,49
16,2021,E01021592,2021 super output areas - lower layer,151,L12 Semi-routine occupations,180
17,2021,E01021592,2021 super output areas - lower layer,151,L13 Routine occupations,203
18,2021,E01021592,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,172
19,2021,E01021592,2021 super output areas - lower layer,151,L15 Full-time students,95
20,2021,E01021596,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1249
21,2021,E01021596,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",87
22,2021,E01021596,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",202
23,2021,E01021596,2021 super output areas - lower layer,151,L7 Intermediate occupations,142
24,2021,E01021596,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,113
25,2021,E01021596,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,88
26,2021,E01021596,2021 super output areas - lower layer,151,L12 Semi-routine occupations,171
27,2021,E01021596,2021 super output areas - lower layer,151,L13 Routine occupations,214
28,2021,E01021596,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,139
29,2021,E01021596,2021 super output areas - lower layer,151,L15 Full-time students,93
30,2021,E01021618,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1179
31,2021,E01021618,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",211
32,2021,E01021618,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",295
33,2021,E01021618,2021 super output areas - lower layer,151,L7 Intermediate occupations,171
34,2021,E01021618,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,113
35,2021,E01021618,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,67
36,2021,E01021618,2021 super output areas - lower layer,151,L12 Semi-routine occupations,120
37,2021,E01021618,2021 super output areas - lower layer,151,L13 Routine occupations,115
38,2021,E01021618,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,50
39,2021,E01021618,2021 super output areas - lower layer,151,L15 Full-time students,37
40,2021,E01021621,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1213
41,2021,E01021621,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",157
42,2021,E01021621,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",284
43,2021,E01021621,2021 super output areas - lower layer,151,L7 Intermediate occupations,183
44,2021,E01021621,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,117
45,2021,E01021621,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,66
46,2021,E01021621,2021 super output areas - lower layer,151,L12 Semi-routine occupations,131
47,2021,E01021621,2021 super output areas - lower layer,151,L13 Routine occupations,144
48,2021,E01021621,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,50
49,2021,E01021621,2021 super output areas - lower layer,151,L15 Full-time students,81
50,2021,E01021622,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1249
