,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NSSEC_10_NAME,OBS_VALUE
0,2021,E01013883,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1169
1,2021,E01013883,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",67
2,2021,E01013883,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",139
3,2021,E01013883,2021 super output areas - lower layer,151,L7 Intermediate occupations,127
4,2021,E01013883,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,68
5,2021,E01013883,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,94
6,2021,E01013883,2021 super output areas - lower layer,151,L12 Semi-routine occupations,203
7,2021,E01013883,2021 super output areas - lower layer,151,L13 Routine occupations,241
8,2021,E01013883,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,178
9,2021,E01013883,2021 super output areas - lower layer,151,L15 Full-time students,52
10,2021,E01013884,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1082
11,2021,E01013884,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",38
12,2021,E01013884,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",145
13,2021,E01013884,2021 super output areas - lower layer,151,L7 Intermediate occupations,108
14,2021,E01013884,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,76
15,2021,E01013884,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,62
16,2021,E01013884,2021 super output areas - lower layer,151,L12 Semi-routine occupations,194
17,2021,E01013884,2021 super output areas - lower layer,151,L13 Routine occupations,243
18,2021,E01013884,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,160
19,2021,E01013884,2021 super output areas - lower layer,151,L15 Full-time students,56
20,2021,E01013853,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1232
21,2021,E01013853,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",93
22,2021,E01013853,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",159
23,2021,E01013853,2021 super output areas - lower layer,151,L7 Intermediate occupations,144
24,2021,E01013853,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,69
25,2021,E01013853,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,98
26,2021,E01013853,2021 super output areas - lower layer,151,L12 Semi-routine occupations,216
27,2021,E01013853,2021 super output areas - lower layer,151,L13 Routine occupations,236
28,2021,E01013853,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,153
29,2021,E01013853,2021 super output areas - lower layer,151,L15 Full-time students,64
30,2021,E01013854,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1128
31,2021,E01013854,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",52
32,2021,E01013854,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",159
33,2021,E01013854,2021 super output areas - lower layer,151,L7 Intermediate occupations,108
34,2021,E01013854,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,89
35,2021,E01013854,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,71
