,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_NSSEC_10_NAME,OBS_VALUE
0,2021,E01007637,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1333
1,2021,E01007637,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",76
2,2021,E01007637,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",184
3,2021,E01007637,2021 super output areas - lower layer,151,L7 Intermediate occupations,143
4,2021,E01007637,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,121
5,2021,E01007637,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,106
6,2021,E01007637,2021 super output areas - lower layer,151,L12 Semi-routine occupations,204
7,2021,E01007637,2021 super output areas - lower layer,151,L13 Routine occupations,300
8,2021,E01007637,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,146
9,2021,E01007637,2021 super output areas - lower layer,151,L15 Full-time students,53
10,2021,E01007638,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1288
11,2021,E01007638,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",44
12,2021,E01007638,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",171
13,2021,E01007638,2021 super output areas - lower layer,151,L7 Intermediate occupations,118
14,2021,E01007638,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,88
15,2021,E01007638,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,95
16,2021,E01007638,2021 super output areas - lower layer,151,L12 Semi-routine occupations,232
17,2021,E01007638,2021 super output areas - lower layer,151,L13 Routine occupations,315
18,2021,E01007638,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,170
19,2021,E01007638,2021 super output areas - lower layer,151,L15 Full-time students,55
20,2021,E01007639,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1822
21,2021,E01007639,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",115
22,2021,E01007639,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",302
23,2021,E01007639,2021 super output areas - lower layer,151,L7 Intermediate occupations,181
24,2021,E01007639,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,188
25,2021,E01007639,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,154
26,2021,E01007639,2021 super output areas - lower layer,151,L12 Semi-routine occupations,249
27,2021,E01007639,2021 super output areas - lower layer,151,L13 Routine occupations,368
28,2021,E01007639,2021 super output areas - lower layer,151,L14.1 and L14.2 Never worked and long-term unemployed,207
29,2021,E01007639,2021 super output areas - lower layer,151,L15 Full-time students,58
30,2021,E01007640,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1377
31,2021,E01007640,2021 super output areas - lower layer,151,"L1, L2 and L3 Higher managerial, administrative and professional occupations",125
32,2021,E01007640,2021 super output areas - lower layer,151,"L4, L5 and L6 Lower managerial, administrative and professional occupations",249
33,2021,E01007640,2021 super output areas - lower layer,151,L7 Intermediate occupations,175
34,2021,E01007640,2021 super output areas - lower layer,151,L8 and L9 Small employers and own account workers,149
35,2021,E01007640,2021 super output areas - lower layer,151,L10 and L11 Lower supervisory and technical occupations,134
36,2021,E01007640,2021 super output areas - lower layer,151,L12 Semi-routine occupations,177
