,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1330
1,2021,E01016217,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1227
2,2021,E01016217,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),103
3,2021,E01016217,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,47
4,2021,E01016217,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,42
5,2021,E01016217,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,13
6,2021,E01016217,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
7,2021,E01016218,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1345
8,2021,E01016218,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1240
9,2021,E01016218,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),105
10,2021,E01016218,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,45
11,2021,E01016218,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,41
12,2021,E01016218,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,15
13,2021,E01016218,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,4
14,2021,E01016231,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1878
15,2021,E01016231,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1738
16,2021,E01016231,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),140
17,2021,E01016231,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,77
18,2021,E01016231,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,46
19,2021,E01016231,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,15
