,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
0,2021,E01016217,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1293
1,2021,E01016217,2021 super output areas - lower layer,151,Provides no unpaid care,1192
2,2021,E01016217,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,56
3,2021,E01016217,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,41
4,2021,E01016217,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,15
5,2021,E01016217,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,17
6,2021,E01016217,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,5
7,2021,E01016217,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,12
8,2021,E01016217,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,28
9,2021,E01016218,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1316
10,2021,E01016218,2021 super output areas - lower layer,151,Provides no unpaid care,1199
11,2021,E01016218,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,59
12,2021,E01016218,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,42
13,2021,E01016218,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,17
14,2021,E01016218,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,27
15,2021,E01016218,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,13
16,2021,E01016218,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,14
17,2021,E01016218,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,31
18,2021,E01016231,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1836
19,2021,E01016231,2021 super output areas - lower layer,151,Provides no unpaid care,1692
20,2021,E01016231,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,74
21,2021,E01016231,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,56
22,2021,E01016231,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,18
23,2021,E01016231,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,26
24,2021,E01016231,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,9
25,2021,E01016231,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,17
26,2021,E01016231,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,44
27,2021,E01016232,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1352
28,2021,E01016232,2021 super output areas - lower layer,151,Provides no unpaid care,1224
29,2021,E01016232,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,71
30,2021,E01016232,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,51
31,2021,E01016232,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,20
32,2021,E01016232,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,15
33,2021,E01016232,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
34,2021,E01016232,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,8
35,2021,E01016232,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,42
36,2021,E01016212,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1247
37,2021,E01016212,2021 super output areas - lower layer,151,Provides no unpaid care,1120
38,2021,E01016212,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,56
39,2021,E01016212,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,42
40,2021,E01016212,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,14
41,2021,E01016212,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,32
42,2021,E01016212,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,15
43,2021,E01016212,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,17
44,2021,E01016212,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,39
45,2021,E01016216,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1249
46,2021,E01016216,2021 super output areas - lower layer,151,Provides no unpaid care,1132
47,2021,E01016216,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,59
48,2021,E01016216,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,44
49,2021,E01016216,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,15
50,2021,E01016216,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,21
51,2021,E01016216,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,9
52,2021,E01016216,2021 super output areas - lower layer,151,Provides 35 to 49 hours unpaid care a week,12
53,2021,E01016216,2021 super output areas - lower layer,151,Provides 50 or more hours unpaid care a week,37
54,2021,E01016219,2021 super output areas - lower layer,151,Total: All usual residents aged 5 and over,1275
55,2021,E01016219,2021 super output areas - lower layer,151,Provides no unpaid care,1162
56,2021,E01016219,2021 super output areas - lower layer,151,Provides 19 hours or less unpaid care a week,73
57,2021,E01016219,2021 super output areas - lower layer,151,Provides 9 hours or less unpaid care a week,55
58,2021,E01016219,2021 super output areas - lower layer,151,Provides 10 to 19 hours unpaid care a week,18
59,2021,E01016219,2021 super output areas - lower layer,151,Provides 20 to 49 hours unpaid care a week,15
60,2021,E01016219,2021 super output areas - lower layer,151,Provides 20 to 34 hours unpaid care a week,7
