,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_METH_6_NAME,OBS_VALUE
0,2021,E01010599,2021 super output areas - lower layer,151,All household members have the same ethnic group,307
1,2021,E01010599,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,23
2,2021,E01010599,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,26
3,2021,E01010599,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
4,2021,E01010600,2021 super output areas - lower layer,151,Total: All households,475
5,2021,E01010600,2021 super output areas - lower layer,151,One-person household,105
6,2021,E01010600,2021 super output areas - lower layer,151,All household members have the same ethnic group,317
7,2021,E01010600,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,8
8,2021,E01010600,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,31
9,2021,E01010600,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,14
10,2021,E01010602,2021 super output areas - lower layer,151,Total: All households,655
11,2021,E01010602,2021 super output areas - lower layer,151,One-person household,211
12,2021,E01010602,2021 super output areas - lower layer,151,All household members have the same ethnic group,395
13,2021,E01010602,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,11
14,2021,E01010602,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,24
15,2021,E01010602,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,14
16,2021,E01010670,2021 super output areas - lower layer,151,Total: All households,457
17,2021,E01010670,2021 super output areas - lower layer,151,One-person household,99
18,2021,E01010670,2021 super output areas - lower layer,151,All household members have the same ethnic group,300
19,2021,E01010670,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,10
20,2021,E01010670,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,29
21,2021,E01010670,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,19
22,2021,E01010671,2021 super output areas - lower layer,151,Total: All households,511
23,2021,E01010671,2021 super output areas - lower layer,151,One-person household,128
24,2021,E01010671,2021 super output areas - lower layer,151,All household members have the same ethnic group,343
25,2021,E01010671,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,7
26,2021,E01010671,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,23
27,2021,E01010671,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,10
28,2021,E01010673,2021 super output areas - lower layer,151,Total: All households,489
29,2021,E01010673,2021 super output areas - lower layer,151,One-person household,95
30,2021,E01010673,2021 super output areas - lower layer,151,All household members have the same ethnic group,331
31,2021,E01010673,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,17
32,2021,E01010673,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,26
33,2021,E01010673,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,20
34,2021,E01010675,2021 super output areas - lower layer,151,Total: All households,643
35,2021,E01010675,2021 super output areas - lower layer,151,One-person household,184
36,2021,E01010675,2021 super output areas - lower layer,151,All household members have the same ethnic group,408
37,2021,E01010675,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,8
38,2021,E01010675,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,29
39,2021,E01010675,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,14
40,2021,E01010669,2021 super output areas - lower layer,151,Total: All households,651
41,2021,E01010669,2021 super output areas - lower layer,151,One-person household,130
42,2021,E01010669,2021 super output areas - lower layer,151,All household members have the same ethnic group,463
43,2021,E01010669,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,13
44,2021,E01010669,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,38
45,2021,E01010669,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,7
46,2021,E01010674,2021 super output areas - lower layer,151,Total: All households,638
47,2021,E01010674,2021 super output areas - lower layer,151,One-person household,117
48,2021,E01010674,2021 super output areas - lower layer,151,All household members have the same ethnic group,448
49,2021,E01010674,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,20
50,2021,E01010674,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,36
51,2021,E01010674,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,17
52,2021,E01010805,2021 super output areas - lower layer,151,Total: All households,507
53,2021,E01010805,2021 super output areas - lower layer,151,One-person household,129
54,2021,E01010805,2021 super output areas - lower layer,151,All household members have the same ethnic group,326
55,2021,E01010805,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,12
56,2021,E01010805,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,25
57,2021,E01010805,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,15
58,2021,E01033898,2021 super output areas - lower layer,151,Total: All households,454
59,2021,E01033898,2021 super output areas - lower layer,151,One-person household,73
60,2021,E01033898,2021 super output areas - lower layer,151,All household members have the same ethnic group,331
61,2021,E01033898,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,22
62,2021,E01033898,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,17
63,2021,E01033898,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
64,2021,E01033899,2021 super output areas - lower layer,151,Total: All households,475
65,2021,E01033899,2021 super output areas - lower layer,151,One-person household,45
66,2021,E01033899,2021 super output areas - lower layer,151,All household members have the same ethnic group,376
67,2021,E01033899,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,19
68,2021,E01033899,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,23
69,2021,E01033899,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,12
70,2021,E01010590,2021 super output areas - lower layer,151,Total: All households,932
71,2021,E01010590,2021 super output areas - lower layer,151,One-person household,233
72,2021,E01010590,2021 super output areas - lower layer,151,All household members have the same ethnic group,655
73,2021,E01010590,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,8
74,2021,E01010590,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,30
75,2021,E01010590,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,6
76,2021,E01010592,2021 super output areas - lower layer,151,Total: All households,781
77,2021,E01010592,2021 super output areas - lower layer,151,One-person household,261
78,2021,E01010592,2021 super output areas - lower layer,151,All household members have the same ethnic group,487
79,2021,E01010592,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,7
80,2021,E01010592,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,23
81,2021,E01010592,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,3
82,2021,E01010594,2021 super output areas - lower layer,151,Total: All households,710
83,2021,E01010594,2021 super output areas - lower layer,151,One-person household,171
84,2021,E01010594,2021 super output areas - lower layer,151,All household members have the same ethnic group,489
85,2021,E01010594,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,9
86,2021,E01010594,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,30
87,2021,E01010594,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
88,2021,E01010595,2021 super output areas - lower layer,151,Total: All households,960
89,2021,E01010595,2021 super output areas - lower layer,151,One-person household,339
90,2021,E01010595,2021 super output areas - lower layer,151,All household members have the same ethnic group,566
91,2021,E01010595,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,14
92,2021,E01010595,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,27
93,2021,E01010595,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,14
94,2021,E01010601,2021 super output areas - lower layer,151,Total: All households,768
95,2021,E01010601,2021 super output areas - lower layer,151,One-person household,281
96,2021,E01010601,2021 super output areas - lower layer,151,All household members have the same ethnic group,426
97,2021,E01010601,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,13
98,2021,E01010601,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,34
99,2021,E01010601,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,14
100,2021,E01010651,2021 super output areas - lower layer,151,Total: All households,638
101,2021,E01010651,2021 super output areas - lower layer,151,One-person household,159
102,2021,E01010651,2021 super output areas - lower layer,151,All household members have the same ethnic group,427
103,2021,E01010651,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,9
104,2021,E01010651,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,24
105,2021,E01010651,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,19
106,2021,E01010825,2021 super output areas - lower layer,151,Total: All households,575
107,2021,E01010825,2021 super output areas - lower layer,151,One-person household,159
108,2021,E01010825,2021 super output areas - lower layer,151,All household members have the same ethnic group,364
109,2021,E01010825,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,7
110,2021,E01010825,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,34
111,2021,E01010825,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
112,2021,E01010827,2021 super output areas - lower layer,151,Total: All households,559
113,2021,E01010827,2021 super output areas - lower layer,151,One-person household,159
114,2021,E01010827,2021 super output areas - lower layer,151,All household members have the same ethnic group,350
115,2021,E01010827,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,10
116,2021,E01010827,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,29
117,2021,E01010827,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,11
118,2021,E01010804,2021 super output areas - lower layer,151,Total: All households,482
119,2021,E01010804,2021 super output areas - lower layer,151,One-person household,43
120,2021,E01010804,2021 super output areas - lower layer,151,All household members have the same ethnic group,397
121,2021,E01010804,2021 super output areas - lower layer,151,Ethnic groups differ between generations but not within partnerships,6
122,2021,E01010804,2021 super output areas - lower layer,151,Ethnic groups differ within partnerships,18
123,2021,E01010804,2021 super output areas - lower layer,151,Any other combination of multiple ethnic identities,18
124,2021,E01010806,2021 super output areas - lower layer,151,Total: All households,498
