,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_MIGIND_4_NAME,OBS_VALUE
0,2021,E01009568,2021 super output areas - lower layer,151,Total: All usual residents,1841
1,2021,E01009568,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1717
2,2021,E01009568,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
3,2021,E01009568,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,110
4,2021,E01009568,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,12
5,2021,E01009523,2021 super output areas - lower layer,151,Total: All usual residents,1636
6,2021,E01009523,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1488
7,2021,E01009523,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
8,2021,E01009523,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,142
9,2021,E01009523,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,4
10,2021,E01009526,2021 super output areas - lower layer,151,Total: All usual residents,1545
11,2021,E01009526,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1441
12,2021,E01009526,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
13,2021,E01009526,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,94
14,2021,E01009526,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,7
15,2021,E01009528,2021 super output areas - lower layer,151,Total: All usual residents,2127
16,2021,E01009528,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2003
17,2021,E01009528,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,4
18,2021,E01009528,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,113
19,2021,E01009528,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,7
20,2021,E01009531,2021 super output areas - lower layer,151,Total: All usual residents,1580
21,2021,E01009531,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1425
22,2021,E01009531,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,8
23,2021,E01009531,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,134
24,2021,E01009531,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,13
25,2021,E01009587,2021 super output areas - lower layer,151,Total: All usual residents,2276
26,2021,E01009587,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2092
27,2021,E01009587,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,6
28,2021,E01009587,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,162
29,2021,E01009587,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,16
30,2021,E01009624,2021 super output areas - lower layer,151,Total: All usual residents,1526
31,2021,E01009624,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1407
32,2021,E01009624,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
33,2021,E01009624,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,113
34,2021,E01009624,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,4
35,2021,E01009625,2021 super output areas - lower layer,151,Total: All usual residents,2390
36,2021,E01009625,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2187
37,2021,E01009625,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,7
38,2021,E01009625,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,176
39,2021,E01009625,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,20
40,2021,E01009626,2021 super output areas - lower layer,151,Total: All usual residents,1669
41,2021,E01009626,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1537
42,2021,E01009626,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,6
43,2021,E01009626,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,107
44,2021,E01009626,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,19
45,2021,E01009622,2021 super output areas - lower layer,151,Total: All usual residents,1825
46,2021,E01009622,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1671
47,2021,E01009622,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,8
48,2021,E01009622,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,137
49,2021,E01009622,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,9
50,2021,E01009623,2021 super output areas - lower layer,151,Total: All usual residents,1554
51,2021,E01009623,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1413
52,2021,E01009623,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,0
53,2021,E01009623,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,136
54,2021,E01009623,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,5
55,2021,E01009627,2021 super output areas - lower layer,151,Total: All usual residents,1782
56,2021,E01009627,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1593
57,2021,E01009627,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,2
58,2021,E01009627,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,165
59,2021,E01009627,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,22
60,2021,E01009628,2021 super output areas - lower layer,151,Total: All usual residents,1547
61,2021,E01009628,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1388
62,2021,E01009628,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,7
63,2021,E01009628,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,143
64,2021,E01009628,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,9
65,2021,E01009599,2021 super output areas - lower layer,151,Total: All usual residents,1083
66,2021,E01009599,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1023
67,2021,E01009599,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
68,2021,E01009599,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,58
69,2021,E01009599,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,1
70,2021,E01009663,2021 super output areas - lower layer,151,Total: All usual residents,1434
71,2021,E01009663,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1339
72,2021,E01009663,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
73,2021,E01009663,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,87
74,2021,E01009663,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,7
75,2021,E01009710,2021 super output areas - lower layer,151,Total: All usual residents,1285
76,2021,E01009710,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1109
77,2021,E01009710,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
78,2021,E01009710,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,142
79,2021,E01009710,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,31
80,2021,E01009711,2021 super output areas - lower layer,151,Total: All usual residents,1895
81,2021,E01009711,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1740
82,2021,E01009711,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,0
83,2021,E01009711,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,143
84,2021,E01009711,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,12
85,2021,E01009522,2021 super output areas - lower layer,151,Total: All usual residents,1893
86,2021,E01009522,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1688
87,2021,E01009522,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
88,2021,E01009522,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,196
89,2021,E01009522,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,8
90,2021,E01009529,2021 super output areas - lower layer,151,Total: All usual residents,1508
91,2021,E01009529,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1424
92,2021,E01009529,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,1
93,2021,E01009529,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,79
94,2021,E01009529,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,4
95,2021,E01009530,2021 super output areas - lower layer,151,Total: All usual residents,1394
96,2021,E01009530,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1307
97,2021,E01009530,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
98,2021,E01009530,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,81
99,2021,E01009530,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,3
100,2021,E01009645,2021 super output areas - lower layer,151,Total: All usual residents,1430
101,2021,E01009645,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1306
102,2021,E01009645,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,0
103,2021,E01009645,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,118
104,2021,E01009645,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,6
105,2021,E01009569,2021 super output areas - lower layer,151,Total: All usual residents,1344
106,2021,E01009569,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1197
107,2021,E01009569,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
108,2021,E01009569,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,121
109,2021,E01009569,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,23
110,2021,E01009570,2021 super output areas - lower layer,151,Total: All usual residents,2235
111,2021,E01009570,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,2060
112,2021,E01009570,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,7
113,2021,E01009570,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,150
114,2021,E01009570,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,18
115,2021,E01009571,2021 super output areas - lower layer,151,Total: All usual residents,1575
116,2021,E01009571,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1387
117,2021,E01009571,2021 super output areas - lower layer,151,Address one year ago is student term-time or boarding school address in the UK,3
118,2021,E01009571,2021 super output areas - lower layer,151,Migrant from within the UK: Address one year ago was in the UK,162
119,2021,E01009571,2021 super output areas - lower layer,151,Migrant from outside the UK: Address one year ago was outside the UK,23
120,2021,E01009573,2021 super output areas - lower layer,151,Total: All usual residents,1464
121,2021,E01009573,2021 super output areas - lower layer,151,Address one year ago is the same as the address of enumeration,1304
