,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DEP_6_NAME,OBS_VALUE
0,2021,E01022350,2021 super output areas - lower layer,151,Household is deprived in one dimension,291
1,2021,E01022350,2021 super output areas - lower layer,151,Household is deprived in two dimensions,64
2,2021,E01022350,2021 super output areas - lower layer,151,Household is deprived in three dimensions,8
3,2021,E01022350,2021 super output areas - lower layer,151,Household is deprived in four dimensions,4
4,2021,E01022382,2021 super output areas - lower layer,151,Total: All households,683
5,2021,E01022382,2021 super output areas - lower layer,151,Household is not deprived in any dimension,442
6,2021,E01022382,2021 super output areas - lower layer,151,Household is deprived in one dimension,202
7,2021,E01022382,2021 super output areas - lower layer,151,Household is deprived in two dimensions,34
8,2021,E01022382,2021 super output areas - lower layer,151,Household is deprived in three dimensions,5
9,2021,E01022382,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
10,2021,E01022383,2021 super output areas - lower layer,151,Total: All households,659
11,2021,E01022383,2021 super output areas - lower layer,151,Household is not deprived in any dimension,284
12,2021,E01022383,2021 super output areas - lower layer,151,Household is deprived in one dimension,239
13,2021,E01022383,2021 super output areas - lower layer,151,Household is deprived in two dimensions,102
14,2021,E01022383,2021 super output areas - lower layer,151,Household is deprived in three dimensions,33
15,2021,E01022383,2021 super output areas - lower layer,151,Household is deprived in four dimensions,1
16,2021,E01022384,2021 super output areas - lower layer,151,Total: All households,634
17,2021,E01022384,2021 super output areas - lower layer,151,Household is not deprived in any dimension,382
18,2021,E01022384,2021 super output areas - lower layer,151,Household is deprived in one dimension,197
19,2021,E01022384,2021 super output areas - lower layer,151,Household is deprived in two dimensions,51
20,2021,E01022384,2021 super output areas - lower layer,151,Household is deprived in three dimensions,4
21,2021,E01022384,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
22,2021,E01022359,2021 super output areas - lower layer,151,Total: All households,666
23,2021,E01022359,2021 super output areas - lower layer,151,Household is not deprived in any dimension,349
24,2021,E01022359,2021 super output areas - lower layer,151,Household is deprived in one dimension,235
25,2021,E01022359,2021 super output areas - lower layer,151,Household is deprived in two dimensions,75
26,2021,E01022359,2021 super output areas - lower layer,151,Household is deprived in three dimensions,7
27,2021,E01022359,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
28,2021,E01022360,2021 super output areas - lower layer,151,Total: All households,635
29,2021,E01022360,2021 super output areas - lower layer,151,Household is not deprived in any dimension,367
30,2021,E01022360,2021 super output areas - lower layer,151,Household is deprived in one dimension,208
31,2021,E01022360,2021 super output areas - lower layer,151,Household is deprived in two dimensions,55
32,2021,E01022360,2021 super output areas - lower layer,151,Household is deprived in three dimensions,5
33,2021,E01022360,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
34,2021,E01022361,2021 super output areas - lower layer,151,Total: All households,583
35,2021,E01022361,2021 super output areas - lower layer,151,Household is not deprived in any dimension,259
36,2021,E01022361,2021 super output areas - lower layer,151,Household is deprived in one dimension,210
37,2021,E01022361,2021 super output areas - lower layer,151,Household is deprived in two dimensions,91
38,2021,E01022361,2021 super output areas - lower layer,151,Household is deprived in three dimensions,23
39,2021,E01022361,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
40,2021,E01022362,2021 super output areas - lower layer,151,Total: All households,532
41,2021,E01022362,2021 super output areas - lower layer,151,Household is not deprived in any dimension,269
42,2021,E01022362,2021 super output areas - lower layer,151,Household is deprived in one dimension,189
43,2021,E01022362,2021 super output areas - lower layer,151,Household is deprived in two dimensions,62
44,2021,E01022362,2021 super output areas - lower layer,151,Household is deprived in three dimensions,9
45,2021,E01022362,2021 super output areas - lower layer,151,Household is deprived in four dimensions,3
46,2021,E01022363,2021 super output areas - lower layer,151,Total: All households,899
47,2021,E01022363,2021 super output areas - lower layer,151,Household is not deprived in any dimension,513
48,2021,E01022363,2021 super output areas - lower layer,151,Household is deprived in one dimension,283
49,2021,E01022363,2021 super output areas - lower layer,151,Household is deprived in two dimensions,92
50,2021,E01022363,2021 super output areas - lower layer,151,Household is deprived in three dimensions,11
51,2021,E01022363,2021 super output areas - lower layer,151,Household is deprived in four dimensions,0
52,2021,E01022364,2021 super output areas - lower layer,151,Total: All households,508
53,2021,E01022364,2021 super output areas - lower layer,151,Household is not deprived in any dimension,194
