,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E01009195,2021 super output areas - lower layer,151,"Bus, minibus or coach",97
1,2021,E01009195,2021 super output areas - lower layer,151,Taxi,23
2,2021,E01009195,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
3,2021,E01009195,2021 super output areas - lower layer,151,Driving a car or van,382
4,2021,E01009195,2021 super output areas - lower layer,151,Passenger in a car or van,74
5,2021,E01009195,2021 super output areas - lower layer,151,Bicycle,8
6,2021,E01009195,2021 super output areas - lower layer,151,On foot,67
7,2021,E01009195,2021 super output areas - lower layer,151,Other method of travel to work,14
8,2021,E01009197,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,561
9,2021,E01009197,2021 super output areas - lower layer,151,Work mainly at or from home,91
10,2021,E01009197,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
11,2021,E01009197,2021 super output areas - lower layer,151,Train,7
12,2021,E01009197,2021 super output areas - lower layer,151,"Bus, minibus or coach",56
13,2021,E01009197,2021 super output areas - lower layer,151,Taxi,9
14,2021,E01009197,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",1
15,2021,E01009197,2021 super output areas - lower layer,151,Driving a car or van,274
16,2021,E01009197,2021 super output areas - lower layer,151,Passenger in a car or van,44
17,2021,E01009197,2021 super output areas - lower layer,151,Bicycle,6
18,2021,E01009197,2021 super output areas - lower layer,151,On foot,54
19,2021,E01009197,2021 super output areas - lower layer,151,Other method of travel to work,19
20,2021,E01033649,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,570
21,2021,E01033649,2021 super output areas - lower layer,151,Work mainly at or from home,71
22,2021,E01033649,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
23,2021,E01033649,2021 super output areas - lower layer,151,Train,2
24,2021,E01033649,2021 super output areas - lower layer,151,"Bus, minibus or coach",76
25,2021,E01033649,2021 super output areas - lower layer,151,Taxi,17
26,2021,E01033649,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
27,2021,E01033649,2021 super output areas - lower layer,151,Driving a car or van,283
28,2021,E01033649,2021 super output areas - lower layer,151,Passenger in a car or van,54
29,2021,E01033649,2021 super output areas - lower layer,151,Bicycle,1
30,2021,E01033649,2021 super output areas - lower layer,151,On foot,47
31,2021,E01033649,2021 super output areas - lower layer,151,Other method of travel to work,16
32,2021,E01034935,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,870
33,2021,E01034935,2021 super output areas - lower layer,151,Work mainly at or from home,126
34,2021,E01034935,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",2
35,2021,E01034935,2021 super output areas - lower layer,151,Train,7
36,2021,E01034935,2021 super output areas - lower layer,151,"Bus, minibus or coach",116
37,2021,E01034935,2021 super output areas - lower layer,151,Taxi,29
38,2021,E01034935,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
39,2021,E01034935,2021 super output areas - lower layer,151,Driving a car or van,394
40,2021,E01034935,2021 super output areas - lower layer,151,Passenger in a car or van,69
41,2021,E01034935,2021 super output areas - lower layer,151,Bicycle,12
42,2021,E01034935,2021 super output areas - lower layer,151,On foot,99
43,2021,E01034935,2021 super output areas - lower layer,151,Other method of travel to work,16
44,2021,E01009138,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,925
45,2021,E01009138,2021 super output areas - lower layer,151,Work mainly at or from home,257
46,2021,E01009138,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",2
47,2021,E01009138,2021 super output areas - lower layer,151,Train,5
48,2021,E01009138,2021 super output areas - lower layer,151,"Bus, minibus or coach",130
49,2021,E01009138,2021 super output areas - lower layer,151,Taxi,9
50,2021,E01009138,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",0
51,2021,E01009138,2021 super output areas - lower layer,151,Driving a car or van,415
52,2021,E01009138,2021 super output areas - lower layer,151,Passenger in a car or van,43
53,2021,E01009138,2021 super output areas - lower layer,151,Bicycle,6
54,2021,E01009138,2021 super output areas - lower layer,151,On foot,47
55,2021,E01009138,2021 super output areas - lower layer,151,Other method of travel to work,11
56,2021,E01009139,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,693
57,2021,E01009139,2021 super output areas - lower layer,151,Work mainly at or from home,212
58,2021,E01009139,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",6
59,2021,E01009139,2021 super output areas - lower layer,151,Train,7
60,2021,E01009139,2021 super output areas - lower layer,151,"Bus, minibus or coach",111
61,2021,E01009139,2021 super output areas - lower layer,151,Taxi,9
62,2021,E01009139,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",4
63,2021,E01009139,2021 super output areas - lower layer,151,Driving a car or van,261
64,2021,E01009139,2021 super output areas - lower layer,151,Passenger in a car or van,28
65,2021,E01009139,2021 super output areas - lower layer,151,Bicycle,16
66,2021,E01009139,2021 super output areas - lower layer,151,On foot,27
67,2021,E01009139,2021 super output areas - lower layer,151,Other method of travel to work,12
68,2021,E01009140,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,1039
69,2021,E01009140,2021 super output areas - lower layer,151,Work mainly at or from home,371
70,2021,E01009140,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",4
71,2021,E01009140,2021 super output areas - lower layer,151,Train,11
72,2021,E01009140,2021 super output areas - lower layer,151,"Bus, minibus or coach",116
73,2021,E01009140,2021 super output areas - lower layer,151,Taxi,9
74,2021,E01009140,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
75,2021,E01009140,2021 super output areas - lower layer,151,Driving a car or van,386
76,2021,E01009140,2021 super output areas - lower layer,151,Passenger in a car or van,43
77,2021,E01009140,2021 super output areas - lower layer,151,Bicycle,15
78,2021,E01009140,2021 super output areas - lower layer,151,On foot,70
79,2021,E01009140,2021 super output areas - lower layer,151,Other method of travel to work,12
80,2021,E01009145,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,892
81,2021,E01009145,2021 super output areas - lower layer,151,Work mainly at or from home,293
82,2021,E01009145,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",2
83,2021,E01009145,2021 super output areas - lower layer,151,Train,14
84,2021,E01009145,2021 super output areas - lower layer,151,"Bus, minibus or coach",119
85,2021,E01009145,2021 super output areas - lower layer,151,Taxi,26
86,2021,E01009145,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
87,2021,E01009145,2021 super output areas - lower layer,151,Driving a car or van,347
88,2021,E01009145,2021 super output areas - lower layer,151,Passenger in a car or van,23
89,2021,E01009145,2021 super output areas - lower layer,151,Bicycle,7
90,2021,E01009145,2021 super output areas - lower layer,151,On foot,45
91,2021,E01009145,2021 super output areas - lower layer,151,Other method of travel to work,14
92,2021,E01009147,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,804
93,2021,E01009147,2021 super output areas - lower layer,151,Work mainly at or from home,220
94,2021,E01009147,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",7
95,2021,E01009147,2021 super output areas - lower layer,151,Train,12
96,2021,E01009147,2021 super output areas - lower layer,151,"Bus, minibus or coach",127
97,2021,E01009147,2021 super output areas - lower layer,151,Taxi,11
98,2021,E01009147,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",2
99,2021,E01009147,2021 super output areas - lower layer,151,Driving a car or van,323
100,2021,E01009147,2021 super output areas - lower layer,151,Passenger in a car or van,19
101,2021,E01009147,2021 super output areas - lower layer,151,Bicycle,15
102,2021,E01009147,2021 super output areas - lower layer,151,On foot,59
103,2021,E01009147,2021 super output areas - lower layer,151,Other method of travel to work,9
104,2021,E01009512,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,713
105,2021,E01009512,2021 super output areas - lower layer,151,Work mainly at or from home,113
106,2021,E01009512,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",0
107,2021,E01009512,2021 super output areas - lower layer,151,Train,20
108,2021,E01009512,2021 super output areas - lower layer,151,"Bus, minibus or coach",88
109,2021,E01009512,2021 super output areas - lower layer,151,Taxi,19
110,2021,E01009512,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
111,2021,E01009512,2021 super output areas - lower layer,151,Driving a car or van,393
112,2021,E01009512,2021 super output areas - lower layer,151,Passenger in a car or van,37
113,2021,E01009512,2021 super output areas - lower layer,151,Bicycle,5
114,2021,E01009512,2021 super output areas - lower layer,151,On foot,30
115,2021,E01009512,2021 super output areas - lower layer,151,Other method of travel to work,5
116,2021,E01009514,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,532
117,2021,E01009514,2021 super output areas - lower layer,151,Work mainly at or from home,74
118,2021,E01009514,2021 super output areas - lower layer,151,"Underground, metro, light rail, tram",1
119,2021,E01009514,2021 super output areas - lower layer,151,Train,6
120,2021,E01009514,2021 super output areas - lower layer,151,"Bus, minibus or coach",53
121,2021,E01009514,2021 super output areas - lower layer,151,Taxi,8
122,2021,E01009514,2021 super output areas - lower layer,151,"Motorcycle, scooter or moped",3
123,2021,E01009514,2021 super output areas - lower layer,151,Driving a car or van,293
