,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_EASTAT_20_NAME,OBS_VALUE
0,2021,E01028879,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,3
1,2021,E01028879,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,8
2,2021,E01028879,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed without employees,88
3,2021,E01028879,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,35
4,2021,E01028879,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,53
5,2021,E01028879,2021 super output areas - lower layer,151,Economically active (excluding full-time students): Unemployed,27
6,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student,5
7,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment,5
8,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Employee,5
9,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Employee: Part-time,5
10,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Employee: Full-time,0
11,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Self-employed with employees,0
12,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
13,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
14,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Self-employed without employees,0
15,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
16,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
17,2021,E01028879,2021 super output areas - lower layer,151,Economically active and a full-time student: Unemployed,0
18,2021,E01028879,2021 super output areas - lower layer,151,Economically inactive,538
19,2021,E01028879,2021 super output areas - lower layer,151,Economically inactive: Retired,296
20,2021,E01028879,2021 super output areas - lower layer,151,Economically inactive: Student,56
21,2021,E01028879,2021 super output areas - lower layer,151,Economically inactive: Looking after home or family,63
22,2021,E01028879,2021 super output areas - lower layer,151,Economically inactive: Long-term sick or disabled,88
23,2021,E01028879,2021 super output areas - lower layer,151,Economically inactive: Other,35
24,2021,E01028886,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1374
25,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students),796
26,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment,754
27,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Employee,630
28,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Employee: Part-time,171
29,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Employee: Full-time,459
30,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed with employees,14
31,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,4
32,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,10
33,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed without employees,110
34,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,50
35,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,60
36,2021,E01028886,2021 super output areas - lower layer,151,Economically active (excluding full-time students): Unemployed,42
37,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student,8
38,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment,8
39,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Employee,8
40,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Employee: Part-time,7
41,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Employee: Full-time,1
42,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Self-employed with employees,0
43,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
44,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
45,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Self-employed without employees,0
46,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
47,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
48,2021,E01028886,2021 super output areas - lower layer,151,Economically active and a full-time student: Unemployed,0
49,2021,E01028886,2021 super output areas - lower layer,151,Economically inactive,570
50,2021,E01028886,2021 super output areas - lower layer,151,Economically inactive: Retired,326
51,2021,E01028886,2021 super output areas - lower layer,151,Economically inactive: Student,33
