,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,86
1,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,39
2,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,42
3,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,5
4,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Lone parent family,155
5,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,109
6,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,46
7,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Other single family household,4
8,2021,E01005698,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,4
9,2021,E01005698,2021 super output areas - lower layer,151,Other household types,51
10,2021,E01005698,2021 super output areas - lower layer,151,Other household types: With dependent children,24
11,2021,E01005698,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",27
12,2021,E01005700,2021 super output areas - lower layer,151,Total: All households,656
13,2021,E01005700,2021 super output areas - lower layer,151,One-person household,190
14,2021,E01005700,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,77
15,2021,E01005700,2021 super output areas - lower layer,151,One-person household: Other,113
16,2021,E01005700,2021 super output areas - lower layer,151,Single family household,432
17,2021,E01005700,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,45
18,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,178
19,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,63
20,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,70
21,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,45
22,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,90
23,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,57
24,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,29
25,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,4
26,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Lone parent family,113
27,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,70
28,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,43
29,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Other single family household,6
30,2021,E01005700,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,6
