,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEALTH_6_NAME,OBS_VALUE
0,2021,E01017393,2021 super output areas - lower layer,151,Bad health,55
1,2021,E01017393,2021 super output areas - lower layer,151,Very bad health,13
2,2021,E01017442,2021 super output areas - lower layer,151,Total: All usual residents,2791
3,2021,E01017442,2021 super output areas - lower layer,151,Very good health,1566
4,2021,E01017442,2021 super output areas - lower layer,151,Good health,889
5,2021,E01017442,2021 super output areas - lower layer,151,Fair health,275
6,2021,E01017442,2021 super output areas - lower layer,151,Bad health,49
7,2021,E01017442,2021 super output areas - lower layer,151,Very bad health,12
8,2021,E01017443,2021 super output areas - lower layer,151,Total: All usual residents,1657
9,2021,E01017443,2021 super output areas - lower layer,151,Very good health,874
10,2021,E01017443,2021 super output areas - lower layer,151,Good health,530
11,2021,E01017443,2021 super output areas - lower layer,151,Fair health,190
12,2021,E01017443,2021 super output areas - lower layer,151,Bad health,56
13,2021,E01017443,2021 super output areas - lower layer,151,Very bad health,7
14,2021,E01017446,2021 super output areas - lower layer,151,Total: All usual residents,1787
15,2021,E01017446,2021 super output areas - lower layer,151,Very good health,775
16,2021,E01017446,2021 super output areas - lower layer,151,Good health,681
17,2021,E01017446,2021 super output areas - lower layer,151,Fair health,260
18,2021,E01017446,2021 super output areas - lower layer,151,Bad health,54
19,2021,E01017446,2021 super output areas - lower layer,151,Very bad health,17
20,2021,E01017447,2021 super output areas - lower layer,151,Total: All usual residents,2554
21,2021,E01017447,2021 super output areas - lower layer,151,Very good health,1237
22,2021,E01017447,2021 super output areas - lower layer,151,Good health,933
23,2021,E01017447,2021 super output areas - lower layer,151,Fair health,304
24,2021,E01017447,2021 super output areas - lower layer,151,Bad health,59
25,2021,E01017447,2021 super output areas - lower layer,151,Very bad health,21
26,2021,E01017449,2021 super output areas - lower layer,151,Total: All usual residents,2152
27,2021,E01017449,2021 super output areas - lower layer,151,Very good health,1140
28,2021,E01017449,2021 super output areas - lower layer,151,Good health,731
29,2021,E01017449,2021 super output areas - lower layer,151,Fair health,216
30,2021,E01017449,2021 super output areas - lower layer,151,Bad health,50
31,2021,E01017449,2021 super output areas - lower layer,151,Very bad health,15
32,2021,E01033188,2021 super output areas - lower layer,151,Total: All usual residents,1497
33,2021,E01033188,2021 super output areas - lower layer,151,Very good health,793
34,2021,E01033188,2021 super output areas - lower layer,151,Good health,489
35,2021,E01033188,2021 super output areas - lower layer,151,Fair health,167
36,2021,E01033188,2021 super output areas - lower layer,151,Bad health,36
37,2021,E01033188,2021 super output areas - lower layer,151,Very bad health,12
38,2021,E01033189,2021 super output areas - lower layer,151,Total: All usual residents,2893
39,2021,E01033189,2021 super output areas - lower layer,151,Very good health,1745
40,2021,E01033189,2021 super output areas - lower layer,151,Good health,863
41,2021,E01033189,2021 super output areas - lower layer,151,Fair health,208
42,2021,E01033189,2021 super output areas - lower layer,151,Bad health,55
43,2021,E01033189,2021 super output areas - lower layer,151,Very bad health,22
44,2021,E01033190,2021 super output areas - lower layer,151,Total: All usual residents,1534
45,2021,E01033190,2021 super output areas - lower layer,151,Very good health,907
46,2021,E01033190,2021 super output areas - lower layer,151,Good health,487
47,2021,E01033190,2021 super output areas - lower layer,151,Fair health,106
48,2021,E01033190,2021 super output areas - lower layer,151,Bad health,25
49,2021,E01033190,2021 super output areas - lower layer,151,Very bad health,9
50,2021,E01017399,2021 super output areas - lower layer,151,Total: All usual residents,1440
51,2021,E01017399,2021 super output areas - lower layer,151,Very good health,814
52,2021,E01017399,2021 super output areas - lower layer,151,Good health,451
53,2021,E01017399,2021 super output areas - lower layer,151,Fair health,125
54,2021,E01017399,2021 super output areas - lower layer,151,Bad health,41
55,2021,E01017399,2021 super output areas - lower layer,151,Very bad health,9
56,2021,E01017400,2021 super output areas - lower layer,151,Total: All usual residents,1540
57,2021,E01017400,2021 super output areas - lower layer,151,Very good health,639
58,2021,E01017400,2021 super output areas - lower layer,151,Good health,551
59,2021,E01017400,2021 super output areas - lower layer,151,Fair health,237
60,2021,E01017400,2021 super output areas - lower layer,151,Bad health,79
61,2021,E01017400,2021 super output areas - lower layer,151,Very bad health,34
62,2021,E01017401,2021 super output areas - lower layer,151,Total: All usual residents,1210
63,2021,E01017401,2021 super output areas - lower layer,151,Very good health,651
64,2021,E01017401,2021 super output areas - lower layer,151,Good health,372
65,2021,E01017401,2021 super output areas - lower layer,151,Fair health,141
66,2021,E01017401,2021 super output areas - lower layer,151,Bad health,40
67,2021,E01017401,2021 super output areas - lower layer,151,Very bad health,6
68,2021,E01017402,2021 super output areas - lower layer,151,Total: All usual residents,1523
69,2021,E01017402,2021 super output areas - lower layer,151,Very good health,658
70,2021,E01017402,2021 super output areas - lower layer,151,Good health,579
71,2021,E01017402,2021 super output areas - lower layer,151,Fair health,209
72,2021,E01017402,2021 super output areas - lower layer,151,Bad health,56
73,2021,E01017402,2021 super output areas - lower layer,151,Very bad health,21
74,2021,E01017403,2021 super output areas - lower layer,151,Total: All usual residents,1437
75,2021,E01017403,2021 super output areas - lower layer,151,Very good health,704
76,2021,E01017403,2021 super output areas - lower layer,151,Good health,489
77,2021,E01017403,2021 super output areas - lower layer,151,Fair health,197
78,2021,E01017403,2021 super output areas - lower layer,151,Bad health,41
79,2021,E01017403,2021 super output areas - lower layer,151,Very bad health,6
80,2021,E01017404,2021 super output areas - lower layer,151,Total: All usual residents,1252
81,2021,E01017404,2021 super output areas - lower layer,151,Very good health,674
82,2021,E01017404,2021 super output areas - lower layer,151,Good health,444
83,2021,E01017404,2021 super output areas - lower layer,151,Fair health,110
84,2021,E01017404,2021 super output areas - lower layer,151,Bad health,15
85,2021,E01017404,2021 super output areas - lower layer,151,Very bad health,9
86,2021,E01017405,2021 super output areas - lower layer,151,Total: All usual residents,1363
87,2021,E01017405,2021 super output areas - lower layer,151,Very good health,638
88,2021,E01017405,2021 super output areas - lower layer,151,Good health,517
89,2021,E01017405,2021 super output areas - lower layer,151,Fair health,161
90,2021,E01017405,2021 super output areas - lower layer,151,Bad health,35
91,2021,E01017405,2021 super output areas - lower layer,151,Very bad health,12
92,2021,E01017406,2021 super output areas - lower layer,151,Total: All usual residents,2574
93,2021,E01017406,2021 super output areas - lower layer,151,Very good health,1500
94,2021,E01017406,2021 super output areas - lower layer,151,Good health,822
95,2021,E01017406,2021 super output areas - lower layer,151,Fair health,192
96,2021,E01017406,2021 super output areas - lower layer,151,Bad health,44
97,2021,E01017406,2021 super output areas - lower layer,151,Very bad health,16
98,2021,E01017407,2021 super output areas - lower layer,151,Total: All usual residents,1514
99,2021,E01017407,2021 super output areas - lower layer,151,Very good health,743
100,2021,E01017407,2021 super output areas - lower layer,151,Good health,573
101,2021,E01017407,2021 super output areas - lower layer,151,Fair health,155
102,2021,E01017407,2021 super output areas - lower layer,151,Bad health,29
103,2021,E01017407,2021 super output areas - lower layer,151,Very bad health,14
104,2021,E01017398,2021 super output areas - lower layer,151,Total: All usual residents,2539
105,2021,E01017398,2021 super output areas - lower layer,151,Very good health,1420
106,2021,E01017398,2021 super output areas - lower layer,151,Good health,804
107,2021,E01017398,2021 super output areas - lower layer,151,Fair health,246
108,2021,E01017398,2021 super output areas - lower layer,151,Bad health,65
109,2021,E01017398,2021 super output areas - lower layer,151,Very bad health,4
110,2021,E01017408,2021 super output areas - lower layer,151,Total: All usual residents,1063
111,2021,E01017408,2021 super output areas - lower layer,151,Very good health,568
112,2021,E01017408,2021 super output areas - lower layer,151,Good health,341
113,2021,E01017408,2021 super output areas - lower layer,151,Fair health,117
114,2021,E01017408,2021 super output areas - lower layer,151,Bad health,29
115,2021,E01017408,2021 super output areas - lower layer,151,Very bad health,8
116,2021,E01017409,2021 super output areas - lower layer,151,Total: All usual residents,1221
117,2021,E01017409,2021 super output areas - lower layer,151,Very good health,581
118,2021,E01017409,2021 super output areas - lower layer,151,Good health,470
119,2021,E01017409,2021 super output areas - lower layer,151,Fair health,121
120,2021,E01017409,2021 super output areas - lower layer,151,Bad health,37
121,2021,E01017409,2021 super output areas - lower layer,151,Very bad health,12
122,2021,E01017450,2021 super output areas - lower layer,151,Total: All usual residents,2261
123,2021,E01017450,2021 super output areas - lower layer,151,Very good health,1152
124,2021,E01017450,2021 super output areas - lower layer,151,Good health,779
125,2021,E01017450,2021 super output areas - lower layer,151,Fair health,244
126,2021,E01017450,2021 super output areas - lower layer,151,Bad health,65
127,2021,E01017450,2021 super output areas - lower layer,151,Very bad health,21
128,2021,E01033824,2021 super output areas - lower layer,151,Total: All usual residents,1756
129,2021,E01033824,2021 super output areas - lower layer,151,Very good health,1034
130,2021,E01033824,2021 super output areas - lower layer,151,Good health,555
131,2021,E01033824,2021 super output areas - lower layer,151,Fair health,123
132,2021,E01033824,2021 super output areas - lower layer,151,Bad health,37
133,2021,E01033824,2021 super output areas - lower layer,151,Very bad health,7
134,2021,E01033825,2021 super output areas - lower layer,151,Total: All usual residents,1666
135,2021,E01033825,2021 super output areas - lower layer,151,Very good health,936
136,2021,E01033825,2021 super output areas - lower layer,151,Good health,500
137,2021,E01033825,2021 super output areas - lower layer,151,Fair health,173
138,2021,E01033825,2021 super output areas - lower layer,151,Bad health,36
139,2021,E01033825,2021 super output areas - lower layer,151,Very bad health,21
140,2021,E01017558,2021 super output areas - lower layer,151,Total: All usual residents,1769
141,2021,E01017558,2021 super output areas - lower layer,151,Very good health,932
142,2021,E01017558,2021 super output areas - lower layer,151,Good health,605
143,2021,E01017558,2021 super output areas - lower layer,151,Fair health,191
144,2021,E01017558,2021 super output areas - lower layer,151,Bad health,29
145,2021,E01017558,2021 super output areas - lower layer,151,Very bad health,12
146,2021,E01017559,2021 super output areas - lower layer,151,Total: All usual residents,1660
147,2021,E01017559,2021 super output areas - lower layer,151,Very good health,818
148,2021,E01017559,2021 super output areas - lower layer,151,Good health,561
149,2021,E01017559,2021 super output areas - lower layer,151,Fair health,206
150,2021,E01017559,2021 super output areas - lower layer,151,Bad health,57
151,2021,E01017559,2021 super output areas - lower layer,151,Very bad health,18
152,2021,E01017560,2021 super output areas - lower layer,151,Total: All usual residents,1507
153,2021,E01017560,2021 super output areas - lower layer,151,Very good health,716
154,2021,E01017560,2021 super output areas - lower layer,151,Good health,526
155,2021,E01017560,2021 super output areas - lower layer,151,Fair health,210
156,2021,E01017560,2021 super output areas - lower layer,151,Bad health,42
157,2021,E01017560,2021 super output areas - lower layer,151,Very bad health,13
158,2021,E01017616,2021 super output areas - lower layer,151,Total: All usual residents,2345
159,2021,E01017616,2021 super output areas - lower layer,151,Very good health,1208
160,2021,E01017616,2021 super output areas - lower layer,151,Good health,808
161,2021,E01017616,2021 super output areas - lower layer,151,Fair health,253
162,2021,E01017616,2021 super output areas - lower layer,151,Bad health,58
163,2021,E01017616,2021 super output areas - lower layer,151,Very bad health,18
164,2021,E01017577,2021 super output areas - lower layer,151,Total: All usual residents,2519
165,2021,E01017577,2021 super output areas - lower layer,151,Very good health,1174
166,2021,E01017577,2021 super output areas - lower layer,151,Good health,921
167,2021,E01017577,2021 super output areas - lower layer,151,Fair health,306
168,2021,E01017577,2021 super output areas - lower layer,151,Bad health,86
169,2021,E01017577,2021 super output areas - lower layer,151,Very bad health,32
170,2021,E01017620,2021 super output areas - lower layer,151,Total: All usual residents,1863
171,2021,E01017620,2021 super output areas - lower layer,151,Very good health,992
172,2021,E01017620,2021 super output areas - lower layer,151,Good health,610
173,2021,E01017620,2021 super output areas - lower layer,151,Fair health,218
174,2021,E01017620,2021 super output areas - lower layer,151,Bad health,33
175,2021,E01017620,2021 super output areas - lower layer,151,Very bad health,10
176,2021,E01017621,2021 super output areas - lower layer,151,Total: All usual residents,1496
177,2021,E01017621,2021 super output areas - lower layer,151,Very good health,728
178,2021,E01017621,2021 super output areas - lower layer,151,Good health,537
179,2021,E01017621,2021 super output areas - lower layer,151,Fair health,176
180,2021,E01017621,2021 super output areas - lower layer,151,Bad health,41
181,2021,E01017621,2021 super output areas - lower layer,151,Very bad health,14
182,2021,E01017622,2021 super output areas - lower layer,151,Total: All usual residents,1702
183,2021,E01017622,2021 super output areas - lower layer,151,Very good health,772
184,2021,E01017622,2021 super output areas - lower layer,151,Good health,621
185,2021,E01017622,2021 super output areas - lower layer,151,Fair health,230
186,2021,E01017622,2021 super output areas - lower layer,151,Bad health,66
187,2021,E01017622,2021 super output areas - lower layer,151,Very bad health,13
188,2021,E01033826,2021 super output areas - lower layer,151,Total: All usual residents,1143
189,2021,E01033826,2021 super output areas - lower layer,151,Very good health,704
190,2021,E01033826,2021 super output areas - lower layer,151,Good health,348
191,2021,E01033826,2021 super output areas - lower layer,151,Fair health,66
192,2021,E01033826,2021 super output areas - lower layer,151,Bad health,23
193,2021,E01033826,2021 super output areas - lower layer,151,Very bad health,2
194,2021,E01033827,2021 super output areas - lower layer,151,Total: All usual residents,1974
195,2021,E01033827,2021 super output areas - lower layer,151,Very good health,924
196,2021,E01033827,2021 super output areas - lower layer,151,Good health,702
197,2021,E01033827,2021 super output areas - lower layer,151,Fair health,265
198,2021,E01033827,2021 super output areas - lower layer,151,Bad health,66
199,2021,E01033827,2021 super output areas - lower layer,151,Very bad health,17
200,2021,E01017603,2021 super output areas - lower layer,151,Total: All usual residents,1474
201,2021,E01017603,2021 super output areas - lower layer,151,Very good health,682
202,2021,E01017603,2021 super output areas - lower layer,151,Good health,574
203,2021,E01017603,2021 super output areas - lower layer,151,Fair health,173
204,2021,E01017603,2021 super output areas - lower layer,151,Bad health,38
205,2021,E01017603,2021 super output areas - lower layer,151,Very bad health,7
206,2021,E01017604,2021 super output areas - lower layer,151,Total: All usual residents,1571
207,2021,E01017604,2021 super output areas - lower layer,151,Very good health,739
208,2021,E01017604,2021 super output areas - lower layer,151,Good health,589
209,2021,E01017604,2021 super output areas - lower layer,151,Fair health,183
210,2021,E01017604,2021 super output areas - lower layer,151,Bad health,52
211,2021,E01017604,2021 super output areas - lower layer,151,Very bad health,8
212,2021,E01017605,2021 super output areas - lower layer,151,Total: All usual residents,1424
213,2021,E01017605,2021 super output areas - lower layer,151,Very good health,649
214,2021,E01017605,2021 super output areas - lower layer,151,Good health,544
215,2021,E01017605,2021 super output areas - lower layer,151,Fair health,175
216,2021,E01017605,2021 super output areas - lower layer,151,Bad health,43
217,2021,E01017605,2021 super output areas - lower layer,151,Very bad health,13
218,2021,E01017606,2021 super output areas - lower layer,151,Total: All usual residents,1766
219,2021,E01017606,2021 super output areas - lower layer,151,Very good health,915
220,2021,E01017606,2021 super output areas - lower layer,151,Good health,617
221,2021,E01017606,2021 super output areas - lower layer,151,Fair health,177
222,2021,E01017606,2021 super output areas - lower layer,151,Bad health,44
223,2021,E01017606,2021 super output areas - lower layer,151,Very bad health,13
224,2021,E01017607,2021 super output areas - lower layer,151,Total: All usual residents,1452
225,2021,E01017607,2021 super output areas - lower layer,151,Very good health,713
226,2021,E01017607,2021 super output areas - lower layer,151,Good health,493
227,2021,E01017607,2021 super output areas - lower layer,151,Fair health,186
228,2021,E01017607,2021 super output areas - lower layer,151,Bad health,52
229,2021,E01017607,2021 super output areas - lower layer,151,Very bad health,8
230,2021,E01017555,2021 super output areas - lower layer,151,Total: All usual residents,2086
231,2021,E01017555,2021 super output areas - lower layer,151,Very good health,935
232,2021,E01017555,2021 super output areas - lower layer,151,Good health,738
233,2021,E01017555,2021 super output areas - lower layer,151,Fair health,301
234,2021,E01017555,2021 super output areas - lower layer,151,Bad health,89
235,2021,E01017555,2021 super output areas - lower layer,151,Very bad health,23
236,2021,E01017556,2021 super output areas - lower layer,151,Total: All usual residents,1655
237,2021,E01017556,2021 super output areas - lower layer,151,Very good health,863
238,2021,E01017556,2021 super output areas - lower layer,151,Good health,580
239,2021,E01017556,2021 super output areas - lower layer,151,Fair health,163
240,2021,E01017556,2021 super output areas - lower layer,151,Bad health,41
241,2021,E01017556,2021 super output areas - lower layer,151,Very bad health,8
242,2021,E01017557,2021 super output areas - lower layer,151,Total: All usual residents,1906
