,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,E01018579,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,23
1,2021,E01018579,2021 super output areas - lower layer,151,Single family household: Other single family household,7
2,2021,E01018579,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,7
3,2021,E01018579,2021 super output areas - lower layer,151,Other household types,19
4,2021,E01018579,2021 super output areas - lower layer,151,Other household types: With dependent children,9
5,2021,E01018579,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",10
6,2021,E01018641,2021 super output areas - lower layer,151,Total: All households,648
7,2021,E01018641,2021 super output areas - lower layer,151,One-person household,139
8,2021,E01018641,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,84
9,2021,E01018641,2021 super output areas - lower layer,151,One-person household: Other,55
10,2021,E01018641,2021 super output areas - lower layer,151,Single family household,487
11,2021,E01018641,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,99
12,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,254
13,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,77
14,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,127
15,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,50
16,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,64
17,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,27
18,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,31
19,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,6
20,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Lone parent family,70
21,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,47
22,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,23
23,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Other single family household,0
24,2021,E01018641,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,0
25,2021,E01018641,2021 super output areas - lower layer,151,Other household types,22
26,2021,E01018641,2021 super output areas - lower layer,151,Other household types: With dependent children,7
27,2021,E01018641,2021 super output areas - lower layer,151,"Other household types: Other, including all full-time students and all aged 66 years and over",15
28,2021,E01018642,2021 super output areas - lower layer,151,Total: All households,533
29,2021,E01018642,2021 super output areas - lower layer,151,One-person household,126
30,2021,E01018642,2021 super output areas - lower layer,151,One-person household: Aged 66 years and over,79
31,2021,E01018642,2021 super output areas - lower layer,151,One-person household: Other,47
32,2021,E01018642,2021 super output areas - lower layer,151,Single family household,392
33,2021,E01018642,2021 super output areas - lower layer,151,Single family household: All aged 66 years and over,70
34,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple,245
35,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: No children,80
36,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: Dependent children,115
37,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Married or civil partnership couple: All children non-dependent,50
38,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family,40
39,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: No children,24
40,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: With dependent children,15
41,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Cohabiting couple family: All children non-dependent,1
42,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Lone parent family,37
43,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Lone parent family: With dependent children,20
44,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Lone parent family: All children non-dependent,17
45,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Other single family household,0
46,2021,E01018642,2021 super output areas - lower layer,151,Single family household: Other single family household: Other family composition,0
47,2021,E01018642,2021 super output areas - lower layer,151,Other household types,15
48,2021,E01018642,2021 super output areas - lower layer,151,Other household types: With dependent children,7
