,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E01025565,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,5
1,2021,E01025565,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,0
2,2021,E01025565,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
3,2021,E01025565,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
4,2021,E01025586,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1464
5,2021,E01025586,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1461
6,2021,E01025586,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),3
7,2021,E01025586,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,1
8,2021,E01025586,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,1
9,2021,E01025586,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
10,2021,E01025586,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
11,2021,E01025587,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1602
12,2021,E01025587,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1592
13,2021,E01025587,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),10
14,2021,E01025587,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,6
15,2021,E01025587,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,2
16,2021,E01025587,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,1
17,2021,E01025587,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
18,2021,E01025588,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1323
19,2021,E01025588,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1310
20,2021,E01025588,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),13
21,2021,E01025588,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,7
22,2021,E01025588,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,6
23,2021,E01025588,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,0
24,2021,E01025588,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
25,2021,E01025589,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1148
