,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_EASTAT_20_NAME,OBS_VALUE
0,2021,W01000169,2021 super output areas - lower layer,151,Economically inactive: Other,62
1,2021,W01000186,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1343
2,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students),628
3,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment,576
4,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Employee,502
5,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Employee: Part-time,181
6,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Employee: Full-time,321
7,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed with employees,10
8,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,5
9,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,5
10,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed without employees,64
11,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,23
12,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,41
13,2021,W01000186,2021 super output areas - lower layer,151,Economically active (excluding full-time students): Unemployed,52
14,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student,20
15,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment,20
16,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Employee,20
17,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Employee: Part-time,17
18,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Employee: Full-time,3
19,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Self-employed with employees,0
20,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
21,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
22,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Self-employed without employees,0
23,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,0
24,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
25,2021,W01000186,2021 super output areas - lower layer,151,Economically active and a full-time student: Unemployed,0
26,2021,W01000186,2021 super output areas - lower layer,151,Economically inactive,695
27,2021,W01000186,2021 super output areas - lower layer,151,Economically inactive: Retired,362
28,2021,W01000186,2021 super output areas - lower layer,151,Economically inactive: Student,71
29,2021,W01000186,2021 super output areas - lower layer,151,Economically inactive: Looking after home or family,63
30,2021,W01000186,2021 super output areas - lower layer,151,Economically inactive: Long-term sick or disabled,143
31,2021,W01000186,2021 super output areas - lower layer,151,Economically inactive: Other,56
32,2021,W01000133,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1611
33,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students),597
34,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment,564
35,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Employee,428
36,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Employee: Part-time,135
37,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Employee: Full-time,293
38,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed with employees,41
39,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,13
40,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,28
41,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students):In employment:Self-employed without employees,95
42,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,45
43,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,50
44,2021,W01000133,2021 super output areas - lower layer,151,Economically active (excluding full-time students): Unemployed,33
45,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student,27
46,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment,15
47,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Employee,14
48,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Employee: Part-time,8
49,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Employee: Full-time,6
50,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Self-employed with employees,0
51,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
52,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
53,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student:In employment:Self-employed without employees,1
54,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
55,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,0
56,2021,W01000133,2021 super output areas - lower layer,151,Economically active and a full-time student: Unemployed,12
57,2021,W01000133,2021 super output areas - lower layer,151,Economically inactive,987
58,2021,W01000133,2021 super output areas - lower layer,151,Economically inactive: Retired,787
59,2021,W01000133,2021 super output areas - lower layer,151,Economically inactive: Student,53
60,2021,W01000133,2021 super output areas - lower layer,151,Economically inactive: Looking after home or family,41
61,2021,W01000133,2021 super output areas - lower layer,151,Economically inactive: Long-term sick or disabled,66
62,2021,W01000133,2021 super output areas - lower layer,151,Economically inactive: Other,40
63,2021,W01000168,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over,1437
