,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_OCC_10_NAME,OBS_VALUE
0,2021,E01031534,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,734
1,2021,E01031534,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",121
2,2021,E01031534,2021 super output areas - lower layer,151,2. Professional occupations,165
3,2021,E01031534,2021 super output areas - lower layer,151,3. Associate professional and technical occupations,91
4,2021,E01031534,2021 super output areas - lower layer,151,4. Administrative and secretarial occupations,60
5,2021,E01031534,2021 super output areas - lower layer,151,5. Skilled trades occupations,97
6,2021,E01031534,2021 super output areas - lower layer,151,"6. Caring, leisure and other service occupations",63
7,2021,E01031534,2021 super output areas - lower layer,151,7. Sales and customer service occupations,37
8,2021,E01031534,2021 super output areas - lower layer,151,"8. Process, plant and machine operatives",40
9,2021,E01031534,2021 super output areas - lower layer,151,9. Elementary occupations,60
10,2021,E01031535,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,919
11,2021,E01031535,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",158
12,2021,E01031535,2021 super output areas - lower layer,151,2. Professional occupations,206
13,2021,E01031535,2021 super output areas - lower layer,151,3. Associate professional and technical occupations,154
14,2021,E01031535,2021 super output areas - lower layer,151,4. Administrative and secretarial occupations,68
15,2021,E01031535,2021 super output areas - lower layer,151,5. Skilled trades occupations,85
16,2021,E01031535,2021 super output areas - lower layer,151,"6. Caring, leisure and other service occupations",95
17,2021,E01031535,2021 super output areas - lower layer,151,7. Sales and customer service occupations,64
18,2021,E01031535,2021 super output areas - lower layer,151,"8. Process, plant and machine operatives",40
19,2021,E01031535,2021 super output areas - lower layer,151,9. Elementary occupations,49
20,2021,E01031480,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,701
21,2021,E01031480,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",75
22,2021,E01031480,2021 super output areas - lower layer,151,2. Professional occupations,147
23,2021,E01031480,2021 super output areas - lower layer,151,3. Associate professional and technical occupations,76
24,2021,E01031480,2021 super output areas - lower layer,151,4. Administrative and secretarial occupations,45
25,2021,E01031480,2021 super output areas - lower layer,151,5. Skilled trades occupations,74
26,2021,E01031480,2021 super output areas - lower layer,151,"6. Caring, leisure and other service occupations",79
27,2021,E01031480,2021 super output areas - lower layer,151,7. Sales and customer service occupations,51
28,2021,E01031480,2021 super output areas - lower layer,151,"8. Process, plant and machine operatives",49
29,2021,E01031480,2021 super output areas - lower layer,151,9. Elementary occupations,105
30,2021,E01031481,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,791
31,2021,E01031481,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",94
32,2021,E01031481,2021 super output areas - lower layer,151,2. Professional occupations,178
33,2021,E01031481,2021 super output areas - lower layer,151,3. Associate professional and technical occupations,125
34,2021,E01031481,2021 super output areas - lower layer,151,4. Administrative and secretarial occupations,49
35,2021,E01031481,2021 super output areas - lower layer,151,5. Skilled trades occupations,82
36,2021,E01031481,2021 super output areas - lower layer,151,"6. Caring, leisure and other service occupations",72
37,2021,E01031481,2021 super output areas - lower layer,151,7. Sales and customer service occupations,73
38,2021,E01031481,2021 super output areas - lower layer,151,"8. Process, plant and machine operatives",43
39,2021,E01031481,2021 super output areas - lower layer,151,9. Elementary occupations,75
40,2021,E01031484,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,835
41,2021,E01031484,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",109
42,2021,E01031484,2021 super output areas - lower layer,151,2. Professional occupations,193
43,2021,E01031484,2021 super output areas - lower layer,151,3. Associate professional and technical occupations,103
44,2021,E01031484,2021 super output areas - lower layer,151,4. Administrative and secretarial occupations,50
45,2021,E01031484,2021 super output areas - lower layer,151,5. Skilled trades occupations,71
46,2021,E01031484,2021 super output areas - lower layer,151,"6. Caring, leisure and other service occupations",84
47,2021,E01031484,2021 super output areas - lower layer,151,7. Sales and customer service occupations,84
48,2021,E01031484,2021 super output areas - lower layer,151,"8. Process, plant and machine operatives",37
49,2021,E01031484,2021 super output areas - lower layer,151,9. Elementary occupations,104
50,2021,E01031490,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,884
51,2021,E01031490,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",132
52,2021,E01031490,2021 super output areas - lower layer,151,2. Professional occupations,237
53,2021,E01031490,2021 super output areas - lower layer,151,3. Associate professional and technical occupations,124
54,2021,E01031490,2021 super output areas - lower layer,151,4. Administrative and secretarial occupations,80
55,2021,E01031490,2021 super output areas - lower layer,151,5. Skilled trades occupations,54
56,2021,E01031490,2021 super output areas - lower layer,151,"6. Caring, leisure and other service occupations",56
57,2021,E01031490,2021 super output areas - lower layer,151,7. Sales and customer service occupations,80
58,2021,E01031490,2021 super output areas - lower layer,151,"8. Process, plant and machine operatives",28
59,2021,E01031490,2021 super output areas - lower layer,151,9. Elementary occupations,93
60,2021,E01031491,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,966
61,2021,E01031491,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",134
62,2021,E01031491,2021 super output areas - lower layer,151,2. Professional occupations,246
63,2021,E01031491,2021 super output areas - lower layer,151,3. Associate professional and technical occupations,144
64,2021,E01031491,2021 super output areas - lower layer,151,4. Administrative and secretarial occupations,86
65,2021,E01031491,2021 super output areas - lower layer,151,5. Skilled trades occupations,89
66,2021,E01031491,2021 super output areas - lower layer,151,"6. Caring, leisure and other service occupations",80
67,2021,E01031491,2021 super output areas - lower layer,151,7. Sales and customer service occupations,58
68,2021,E01031491,2021 super output areas - lower layer,151,"8. Process, plant and machine operatives",52
69,2021,E01031491,2021 super output areas - lower layer,151,9. Elementary occupations,77
70,2021,E01031474,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,670
71,2021,E01031474,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",103
72,2021,E01031474,2021 super output areas - lower layer,151,2. Professional occupations,161
73,2021,E01031474,2021 super output areas - lower layer,151,3. Associate professional and technical occupations,98
74,2021,E01031474,2021 super output areas - lower layer,151,4. Administrative and secretarial occupations,56
75,2021,E01031474,2021 super output areas - lower layer,151,5. Skilled trades occupations,72
76,2021,E01031474,2021 super output areas - lower layer,151,"6. Caring, leisure and other service occupations",62
77,2021,E01031474,2021 super output areas - lower layer,151,7. Sales and customer service occupations,30
78,2021,E01031474,2021 super output areas - lower layer,151,"8. Process, plant and machine operatives",35
79,2021,E01031474,2021 super output areas - lower layer,151,9. Elementary occupations,53
80,2021,E01031493,2021 super output areas - lower layer,151,Total: All usual residents aged 16 years and over in employment the week before the census,725
81,2021,E01031493,2021 super output areas - lower layer,151,"1. Managers, directors and senior officials",120
