,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E01015326,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,9
1,2021,E01015331,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2298
2,2021,E01015331,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1776
3,2021,E01015331,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),522
4,2021,E01015331,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,235
5,2021,E01015331,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,215
6,2021,E01015331,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,64
7,2021,E01015331,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,8
8,2021,E01015345,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1850
9,2021,E01015345,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1594
10,2021,E01015345,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),256
11,2021,E01015345,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,127
12,2021,E01015345,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,99
13,2021,E01015345,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,30
14,2021,E01015345,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
15,2021,E01015376,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1801
16,2021,E01015376,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1598
17,2021,E01015376,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),203
18,2021,E01015376,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,104
19,2021,E01015376,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,79
20,2021,E01015376,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,18
21,2021,E01015376,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
22,2021,E01015316,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1616
23,2021,E01015316,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1529
24,2021,E01015316,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),87
25,2021,E01015316,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,34
26,2021,E01015316,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,33
27,2021,E01015316,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,17
28,2021,E01015316,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,3
29,2021,E01015317,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1625
30,2021,E01015317,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1557
31,2021,E01015317,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),68
32,2021,E01015317,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,43
33,2021,E01015317,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,18
34,2021,E01015317,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,7
35,2021,E01015317,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
36,2021,E01015361,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1348
37,2021,E01015361,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1274
38,2021,E01015361,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),74
39,2021,E01015361,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,53
40,2021,E01015361,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,16
41,2021,E01015361,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,5
42,2021,E01015361,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
43,2021,E01015362,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1137
44,2021,E01015362,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1097
45,2021,E01015362,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),40
46,2021,E01015362,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,21
47,2021,E01015362,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,16
48,2021,E01015362,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,3
49,2021,E01015362,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,0
50,2021,E01015363,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1649
51,2021,E01015363,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1571
52,2021,E01015363,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),78
53,2021,E01015363,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,46
54,2021,E01015363,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,23
55,2021,E01015363,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,8
56,2021,E01015363,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
57,2021,E01015292,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1817
58,2021,E01015292,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1451
59,2021,E01015292,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),366
60,2021,E01015292,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,157
61,2021,E01015292,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,161
62,2021,E01015292,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,44
63,2021,E01015292,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,4
64,2021,E01015293,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1554
65,2021,E01015293,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1290
66,2021,E01015293,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),264
67,2021,E01015293,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,111
68,2021,E01015293,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,113
69,2021,E01015293,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,38
70,2021,E01015293,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,2
71,2021,E01015294,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2049
72,2021,E01015294,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1485
73,2021,E01015294,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),564
74,2021,E01015294,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,256
75,2021,E01015294,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,224
76,2021,E01015294,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,69
77,2021,E01015294,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,15
78,2021,E01015327,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2048
79,2021,E01015327,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1657
80,2021,E01015327,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),391
81,2021,E01015327,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,193
82,2021,E01015327,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,137
83,2021,E01015327,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,56
84,2021,E01015327,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,5
85,2021,E01015329,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1639
86,2021,E01015329,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1462
87,2021,E01015329,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),177
88,2021,E01015329,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,87
89,2021,E01015329,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,62
90,2021,E01015329,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,27
91,2021,E01015329,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,1
92,2021,E01015272,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1837
93,2021,E01015272,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1647
94,2021,E01015272,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),190
95,2021,E01015272,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,88
96,2021,E01015272,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,81
97,2021,E01015272,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,15
98,2021,E01015272,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,6
99,2021,E01015273,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2090
100,2021,E01015273,2021 super output areas - lower layer,151,Main language is English (English or Welsh in Wales),1775
101,2021,E01015273,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales),315
102,2021,E01015273,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English very well,143
103,2021,E01015273,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Can speak English well,116
104,2021,E01015273,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English well,41
105,2021,E01015273,2021 super output areas - lower layer,151,Main language is not English (English or Welsh in Wales): Cannot speak English,15
106,2021,E01015275,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1633
