,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ARRUK_13_NAME,OBS_VALUE
0,2021,E02005594,2021 super output areas - middle layer,152,Arrived before 1951,21
1,2021,E02005594,2021 super output areas - middle layer,152,Arrived 1951 to 1960,44
2,2021,E02005594,2021 super output areas - middle layer,152,Arrived 1961 to 1970,67
3,2021,E02005594,2021 super output areas - middle layer,152,Arrived 1971 to 1980,43
4,2021,E02005594,2021 super output areas - middle layer,152,Arrived 1981 to 1990,84
5,2021,E02005594,2021 super output areas - middle layer,152,Arrived 1991 to 2000,169
6,2021,E02005594,2021 super output areas - middle layer,152,Arrived 2001 to 2010,560
7,2021,E02005594,2021 super output areas - middle layer,152,Arrived 2011 to 2013,200
8,2021,E02005594,2021 super output areas - middle layer,152,Arrived 2014 to 2016,272
9,2021,E02005594,2021 super output areas - middle layer,152,Arrived 2017 to 2019,545
10,2021,E02005594,2021 super output areas - middle layer,152,Arrived 2020 to 2021,172
11,2021,E02005595,2021 super output areas - middle layer,152,Total: All usual residents,9378
12,2021,E02005595,2021 super output areas - middle layer,152,Born in the UK,8104
13,2021,E02005595,2021 super output areas - middle layer,152,Arrived before 1951,17
14,2021,E02005595,2021 super output areas - middle layer,152,Arrived 1951 to 1960,33
15,2021,E02005595,2021 super output areas - middle layer,152,Arrived 1961 to 1970,77
16,2021,E02005595,2021 super output areas - middle layer,152,Arrived 1971 to 1980,85
17,2021,E02005595,2021 super output areas - middle layer,152,Arrived 1981 to 1990,80
18,2021,E02005595,2021 super output areas - middle layer,152,Arrived 1991 to 2000,157
19,2021,E02005595,2021 super output areas - middle layer,152,Arrived 2001 to 2010,331
20,2021,E02005595,2021 super output areas - middle layer,152,Arrived 2011 to 2013,85
21,2021,E02005595,2021 super output areas - middle layer,152,Arrived 2014 to 2016,113
22,2021,E02005595,2021 super output areas - middle layer,152,Arrived 2017 to 2019,186
23,2021,E02005595,2021 super output areas - middle layer,152,Arrived 2020 to 2021,110
24,2021,E02005596,2021 super output areas - middle layer,152,Total: All usual residents,9973
25,2021,E02005596,2021 super output areas - middle layer,152,Born in the UK,8658
26,2021,E02005596,2021 super output areas - middle layer,152,Arrived before 1951,7
27,2021,E02005596,2021 super output areas - middle layer,152,Arrived 1951 to 1960,17
28,2021,E02005596,2021 super output areas - middle layer,152,Arrived 1961 to 1970,28
29,2021,E02005596,2021 super output areas - middle layer,152,Arrived 1971 to 1980,40
30,2021,E02005596,2021 super output areas - middle layer,152,Arrived 1981 to 1990,50
31,2021,E02005596,2021 super output areas - middle layer,152,Arrived 1991 to 2000,105
32,2021,E02005596,2021 super output areas - middle layer,152,Arrived 2001 to 2010,388
33,2021,E02005596,2021 super output areas - middle layer,152,Arrived 2011 to 2013,121
34,2021,E02005596,2021 super output areas - middle layer,152,Arrived 2014 to 2016,192
35,2021,E02005596,2021 super output areas - middle layer,152,Arrived 2017 to 2019,282
36,2021,E02005596,2021 super output areas - middle layer,152,Arrived 2020 to 2021,85
37,2021,E02006907,2021 super output areas - middle layer,152,Total: All usual residents,7115
38,2021,E02006907,2021 super output areas - middle layer,152,Born in the UK,5094
39,2021,E02006907,2021 super output areas - middle layer,152,Arrived before 1951,8
40,2021,E02006907,2021 super output areas - middle layer,152,Arrived 1951 to 1960,19
41,2021,E02006907,2021 super output areas - middle layer,152,Arrived 1961 to 1970,43
42,2021,E02006907,2021 super output areas - middle layer,152,Arrived 1971 to 1980,34
43,2021,E02006907,2021 super output areas - middle layer,152,Arrived 1981 to 1990,45
44,2021,E02006907,2021 super output areas - middle layer,152,Arrived 1991 to 2000,120
45,2021,E02006907,2021 super output areas - middle layer,152,Arrived 2001 to 2010,367
46,2021,E02006907,2021 super output areas - middle layer,152,Arrived 2011 to 2013,186
47,2021,E02006907,2021 super output areas - middle layer,152,Arrived 2014 to 2016,272
48,2021,E02006907,2021 super output areas - middle layer,152,Arrived 2017 to 2019,707
49,2021,E02006907,2021 super output areas - middle layer,152,Arrived 2020 to 2021,220
50,2021,E02006908,2021 super output areas - middle layer,152,Total: All usual residents,5564
51,2021,E02006908,2021 super output areas - middle layer,152,Born in the UK,4544
52,2021,E02006908,2021 super output areas - middle layer,152,Arrived before 1951,7
53,2021,E02006908,2021 super output areas - middle layer,152,Arrived 1951 to 1960,12
54,2021,E02006908,2021 super output areas - middle layer,152,Arrived 1961 to 1970,38
55,2021,E02006908,2021 super output areas - middle layer,152,Arrived 1971 to 1980,27
56,2021,E02006908,2021 super output areas - middle layer,152,Arrived 1981 to 1990,36
57,2021,E02006908,2021 super output areas - middle layer,152,Arrived 1991 to 2000,58
58,2021,E02006908,2021 super output areas - middle layer,152,Arrived 2001 to 2010,294
59,2021,E02006908,2021 super output areas - middle layer,152,Arrived 2011 to 2013,97
60,2021,E02006908,2021 super output areas - middle layer,152,Arrived 2014 to 2016,170
61,2021,E02006908,2021 super output areas - middle layer,152,Arrived 2017 to 2019,227
62,2021,E02006908,2021 super output areas - middle layer,152,Arrived 2020 to 2021,54
63,2021,E02007052,2021 super output areas - middle layer,152,Total: All usual residents,6460
64,2021,E02007052,2021 super output areas - middle layer,152,Born in the UK,5130
65,2021,E02007052,2021 super output areas - middle layer,152,Arrived before 1951,6
66,2021,E02007052,2021 super output areas - middle layer,152,Arrived 1951 to 1960,16
67,2021,E02007052,2021 super output areas - middle layer,152,Arrived 1961 to 1970,29
68,2021,E02007052,2021 super output areas - middle layer,152,Arrived 1971 to 1980,15
69,2021,E02007052,2021 super output areas - middle layer,152,Arrived 1981 to 1990,30
70,2021,E02007052,2021 super output areas - middle layer,152,Arrived 1991 to 2000,80
71,2021,E02007052,2021 super output areas - middle layer,152,Arrived 2001 to 2010,438
72,2021,E02007052,2021 super output areas - middle layer,152,Arrived 2011 to 2013,142
73,2021,E02007052,2021 super output areas - middle layer,152,Arrived 2014 to 2016,203
74,2021,E02007052,2021 super output areas - middle layer,152,Arrived 2017 to 2019,274
75,2021,E02007052,2021 super output areas - middle layer,152,Arrived 2020 to 2021,97
76,2021,E02007053,2021 super output areas - middle layer,152,Total: All usual residents,6082
77,2021,E02007053,2021 super output areas - middle layer,152,Born in the UK,4706
78,2021,E02007053,2021 super output areas - middle layer,152,Arrived before 1951,6
79,2021,E02007053,2021 super output areas - middle layer,152,Arrived 1951 to 1960,16
