,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E02000141,2021 super output areas - middle layer,152,Passenger in a car or van,57
1,2021,E02000141,2021 super output areas - middle layer,152,Bicycle,78
2,2021,E02000141,2021 super output areas - middle layer,152,On foot,155
3,2021,E02000141,2021 super output areas - middle layer,152,Other method of travel to work,41
4,2021,E02000142,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4412
5,2021,E02000142,2021 super output areas - middle layer,152,Work mainly at or from home,2263
6,2021,E02000142,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",59
7,2021,E02000142,2021 super output areas - middle layer,152,Train,446
8,2021,E02000142,2021 super output areas - middle layer,152,"Bus, minibus or coach",159
9,2021,E02000142,2021 super output areas - middle layer,152,Taxi,16
10,2021,E02000142,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",18
11,2021,E02000142,2021 super output areas - middle layer,152,Driving a car or van,1071
12,2021,E02000142,2021 super output areas - middle layer,152,Passenger in a car or van,59
13,2021,E02000142,2021 super output areas - middle layer,152,Bicycle,52
14,2021,E02000142,2021 super output areas - middle layer,152,On foot,226
15,2021,E02000142,2021 super output areas - middle layer,152,Other method of travel to work,43
16,2021,E02000144,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,5504
17,2021,E02000144,2021 super output areas - middle layer,152,Work mainly at or from home,2839
18,2021,E02000144,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",127
19,2021,E02000144,2021 super output areas - middle layer,152,Train,666
20,2021,E02000144,2021 super output areas - middle layer,152,"Bus, minibus or coach",312
21,2021,E02000144,2021 super output areas - middle layer,152,Taxi,19
22,2021,E02000144,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",23
23,2021,E02000144,2021 super output areas - middle layer,152,Driving a car or van,1066
24,2021,E02000144,2021 super output areas - middle layer,152,Passenger in a car or van,74
25,2021,E02000144,2021 super output areas - middle layer,152,Bicycle,50
26,2021,E02000144,2021 super output areas - middle layer,152,On foot,281
27,2021,E02000144,2021 super output areas - middle layer,152,Other method of travel to work,47
28,2021,E02000145,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3936
29,2021,E02000145,2021 super output areas - middle layer,152,Work mainly at or from home,1160
30,2021,E02000145,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",55
31,2021,E02000145,2021 super output areas - middle layer,152,Train,445
32,2021,E02000145,2021 super output areas - middle layer,152,"Bus, minibus or coach",318
33,2021,E02000145,2021 super output areas - middle layer,152,Taxi,17
34,2021,E02000145,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",31
35,2021,E02000145,2021 super output areas - middle layer,152,Driving a car or van,1508
36,2021,E02000145,2021 super output areas - middle layer,152,Passenger in a car or van,108
37,2021,E02000145,2021 super output areas - middle layer,152,Bicycle,27
38,2021,E02000145,2021 super output areas - middle layer,152,On foot,212
39,2021,E02000145,2021 super output areas - middle layer,152,Other method of travel to work,55
40,2021,E02000146,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,5154
41,2021,E02000146,2021 super output areas - middle layer,152,Work mainly at or from home,2508
42,2021,E02000146,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",95
43,2021,E02000146,2021 super output areas - middle layer,152,Train,499
44,2021,E02000146,2021 super output areas - middle layer,152,"Bus, minibus or coach",259
45,2021,E02000146,2021 super output areas - middle layer,152,Taxi,20
46,2021,E02000146,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",27
47,2021,E02000146,2021 super output areas - middle layer,152,Driving a car or van,1296
48,2021,E02000146,2021 super output areas - middle layer,152,Passenger in a car or van,63
49,2021,E02000146,2021 super output areas - middle layer,152,Bicycle,61
50,2021,E02000146,2021 super output areas - middle layer,152,On foot,268
51,2021,E02000146,2021 super output areas - middle layer,152,Other method of travel to work,58
52,2021,E02000147,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3768
53,2021,E02000147,2021 super output areas - middle layer,152,Work mainly at or from home,2025
54,2021,E02000147,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",45
55,2021,E02000147,2021 super output areas - middle layer,152,Train,312
56,2021,E02000147,2021 super output areas - middle layer,152,"Bus, minibus or coach",100
57,2021,E02000147,2021 super output areas - middle layer,152,Taxi,9
58,2021,E02000147,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",23
59,2021,E02000147,2021 super output areas - middle layer,152,Driving a car or van,987
60,2021,E02000147,2021 super output areas - middle layer,152,Passenger in a car or van,50
61,2021,E02000147,2021 super output areas - middle layer,152,Bicycle,56
62,2021,E02000147,2021 super output areas - middle layer,152,On foot,121
63,2021,E02000147,2021 super output areas - middle layer,152,Other method of travel to work,40
64,2021,E02000148,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3131
65,2021,E02000148,2021 super output areas - middle layer,152,Work mainly at or from home,1670
66,2021,E02000148,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",27
67,2021,E02000148,2021 super output areas - middle layer,152,Train,302
68,2021,E02000148,2021 super output areas - middle layer,152,"Bus, minibus or coach",82
69,2021,E02000148,2021 super output areas - middle layer,152,Taxi,10
70,2021,E02000148,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",6
71,2021,E02000148,2021 super output areas - middle layer,152,Driving a car or van,822
72,2021,E02000148,2021 super output areas - middle layer,152,Passenger in a car or van,54
73,2021,E02000148,2021 super output areas - middle layer,152,Bicycle,30
