,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_DEP_6_NAME,OBS_VALUE
0,2021,E02000141,2021 super output areas - middle layer,152,Household is deprived in three dimensions,77
1,2021,E02000141,2021 super output areas - middle layer,152,Household is deprived in four dimensions,9
2,2021,E02000142,2021 super output areas - middle layer,152,Total: All households,3452
3,2021,E02000142,2021 super output areas - middle layer,152,Household is not deprived in any dimension,2087
4,2021,E02000142,2021 super output areas - middle layer,152,Household is deprived in one dimension,1027
5,2021,E02000142,2021 super output areas - middle layer,152,Household is deprived in two dimensions,297
6,2021,E02000142,2021 super output areas - middle layer,152,Household is deprived in three dimensions,40
7,2021,E02000142,2021 super output areas - middle layer,152,Household is deprived in four dimensions,1
8,2021,E02000144,2021 super output areas - middle layer,152,Total: All households,4309
9,2021,E02000144,2021 super output areas - middle layer,152,Household is not deprived in any dimension,2643
10,2021,E02000144,2021 super output areas - middle layer,152,Household is deprived in one dimension,1257
11,2021,E02000144,2021 super output areas - middle layer,152,Household is deprived in two dimensions,349
12,2021,E02000144,2021 super output areas - middle layer,152,Household is deprived in three dimensions,59
13,2021,E02000144,2021 super output areas - middle layer,152,Household is deprived in four dimensions,1
14,2021,E02000145,2021 super output areas - middle layer,152,Total: All households,3514
15,2021,E02000145,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1425
16,2021,E02000145,2021 super output areas - middle layer,152,Household is deprived in one dimension,1221
17,2021,E02000145,2021 super output areas - middle layer,152,Household is deprived in two dimensions,610
18,2021,E02000145,2021 super output areas - middle layer,152,Household is deprived in three dimensions,245
19,2021,E02000145,2021 super output areas - middle layer,152,Household is deprived in four dimensions,13
20,2021,E02000146,2021 super output areas - middle layer,152,Total: All households,4037
21,2021,E02000146,2021 super output areas - middle layer,152,Household is not deprived in any dimension,2346
22,2021,E02000146,2021 super output areas - middle layer,152,Household is deprived in one dimension,1168
23,2021,E02000146,2021 super output areas - middle layer,152,Household is deprived in two dimensions,391
24,2021,E02000146,2021 super output areas - middle layer,152,Household is deprived in three dimensions,124
25,2021,E02000146,2021 super output areas - middle layer,152,Household is deprived in four dimensions,8
26,2021,E02000147,2021 super output areas - middle layer,152,Total: All households,3167
27,2021,E02000147,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1997
28,2021,E02000147,2021 super output areas - middle layer,152,Household is deprived in one dimension,902
29,2021,E02000147,2021 super output areas - middle layer,152,Household is deprived in two dimensions,226
30,2021,E02000147,2021 super output areas - middle layer,152,Household is deprived in three dimensions,38
31,2021,E02000147,2021 super output areas - middle layer,152,Household is deprived in four dimensions,4
32,2021,E02000148,2021 super output areas - middle layer,152,Total: All households,2699
33,2021,E02000148,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1565
34,2021,E02000148,2021 super output areas - middle layer,152,Household is deprived in one dimension,841
35,2021,E02000148,2021 super output areas - middle layer,152,Household is deprived in two dimensions,236
36,2021,E02000148,2021 super output areas - middle layer,152,Household is deprived in three dimensions,54
37,2021,E02000148,2021 super output areas - middle layer,152,Household is deprived in four dimensions,3
38,2021,E02000149,2021 super output areas - middle layer,152,Total: All households,3284
39,2021,E02000149,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1598
40,2021,E02000149,2021 super output areas - middle layer,152,Household is deprived in one dimension,1053
41,2021,E02000149,2021 super output areas - middle layer,152,Household is deprived in two dimensions,490
42,2021,E02000149,2021 super output areas - middle layer,152,Household is deprived in three dimensions,130
43,2021,E02000149,2021 super output areas - middle layer,152,Household is deprived in four dimensions,13
44,2021,E02000150,2021 super output areas - middle layer,152,Total: All households,3114
45,2021,E02000150,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1806
46,2021,E02000150,2021 super output areas - middle layer,152,Household is deprived in one dimension,958
47,2021,E02000150,2021 super output areas - middle layer,152,Household is deprived in two dimensions,298
48,2021,E02000150,2021 super output areas - middle layer,152,Household is deprived in three dimensions,49
49,2021,E02000150,2021 super output areas - middle layer,152,Household is deprived in four dimensions,3
50,2021,E02000151,2021 super output areas - middle layer,152,Total: All households,2970
51,2021,E02000151,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1821
52,2021,E02000151,2021 super output areas - middle layer,152,Household is deprived in one dimension,907
53,2021,E02000151,2021 super output areas - middle layer,152,Household is deprived in two dimensions,210
54,2021,E02000151,2021 super output areas - middle layer,152,Household is deprived in three dimensions,32
55,2021,E02000151,2021 super output areas - middle layer,152,Household is deprived in four dimensions,0
56,2021,E02000152,2021 super output areas - middle layer,152,Total: All households,3096
57,2021,E02000152,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1530
58,2021,E02000152,2021 super output areas - middle layer,152,Household is deprived in one dimension,930
59,2021,E02000152,2021 super output areas - middle layer,152,Household is deprived in two dimensions,502
60,2021,E02000152,2021 super output areas - middle layer,152,Household is deprived in three dimensions,128
61,2021,E02000152,2021 super output areas - middle layer,152,Household is deprived in four dimensions,6
62,2021,E02000153,2021 super output areas - middle layer,152,Total: All households,2895
63,2021,E02000153,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1781
64,2021,E02000153,2021 super output areas - middle layer,152,Household is deprived in one dimension,848
65,2021,E02000153,2021 super output areas - middle layer,152,Household is deprived in two dimensions,238
66,2021,E02000153,2021 super output areas - middle layer,152,Household is deprived in three dimensions,24
67,2021,E02000153,2021 super output areas - middle layer,152,Household is deprived in four dimensions,4
68,2021,E02000154,2021 super output areas - middle layer,152,Total: All households,3574
69,2021,E02000154,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1999
70,2021,E02000154,2021 super output areas - middle layer,152,Household is deprived in one dimension,1127
71,2021,E02000154,2021 super output areas - middle layer,152,Household is deprived in two dimensions,366
72,2021,E02000154,2021 super output areas - middle layer,152,Household is deprived in three dimensions,76
73,2021,E02000154,2021 super output areas - middle layer,152,Household is deprived in four dimensions,6
74,2021,E02000155,2021 super output areas - middle layer,152,Total: All households,3040
75,2021,E02000155,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1425
76,2021,E02000155,2021 super output areas - middle layer,152,Household is deprived in one dimension,1067
77,2021,E02000155,2021 super output areas - middle layer,152,Household is deprived in two dimensions,455
78,2021,E02000155,2021 super output areas - middle layer,152,Household is deprived in three dimensions,87
79,2021,E02000155,2021 super output areas - middle layer,152,Household is deprived in four dimensions,6
80,2021,E02000156,2021 super output areas - middle layer,152,Total: All households,4862
81,2021,E02000156,2021 super output areas - middle layer,152,Household is not deprived in any dimension,2723
82,2021,E02000156,2021 super output areas - middle layer,152,Household is deprived in one dimension,1577
83,2021,E02000156,2021 super output areas - middle layer,152,Household is deprived in two dimensions,490
84,2021,E02000156,2021 super output areas - middle layer,152,Household is deprived in three dimensions,65
85,2021,E02000156,2021 super output areas - middle layer,152,Household is deprived in four dimensions,7
86,2021,E02000157,2021 super output areas - middle layer,152,Total: All households,3279
87,2021,E02000157,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1911
88,2021,E02000157,2021 super output areas - middle layer,152,Household is deprived in one dimension,1068
89,2021,E02000157,2021 super output areas - middle layer,152,Household is deprived in two dimensions,284
90,2021,E02000157,2021 super output areas - middle layer,152,Household is deprived in three dimensions,14
91,2021,E02000157,2021 super output areas - middle layer,152,Household is deprived in four dimensions,2
92,2021,E02000158,2021 super output areas - middle layer,152,Total: All households,3036
93,2021,E02000158,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1499
94,2021,E02000158,2021 super output areas - middle layer,152,Household is deprived in one dimension,1023
95,2021,E02000158,2021 super output areas - middle layer,152,Household is deprived in two dimensions,420
96,2021,E02000158,2021 super output areas - middle layer,152,Household is deprived in three dimensions,91
97,2021,E02000158,2021 super output areas - middle layer,152,Household is deprived in four dimensions,3
98,2021,E02000159,2021 super output areas - middle layer,152,Total: All households,2822
99,2021,E02000159,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1643
100,2021,E02000159,2021 super output areas - middle layer,152,Household is deprived in one dimension,877
101,2021,E02000159,2021 super output areas - middle layer,152,Household is deprived in two dimensions,262
102,2021,E02000159,2021 super output areas - middle layer,152,Household is deprived in three dimensions,39
103,2021,E02000159,2021 super output areas - middle layer,152,Household is deprived in four dimensions,1
104,2021,E02000160,2021 super output areas - middle layer,152,Total: All households,3044
105,2021,E02000160,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1714
106,2021,E02000160,2021 super output areas - middle layer,152,Household is deprived in one dimension,979
107,2021,E02000160,2021 super output areas - middle layer,152,Household is deprived in two dimensions,314
108,2021,E02000160,2021 super output areas - middle layer,152,Household is deprived in three dimensions,36
109,2021,E02000160,2021 super output areas - middle layer,152,Household is deprived in four dimensions,1
110,2021,E02000161,2021 super output areas - middle layer,152,Total: All households,3345
111,2021,E02000161,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1980
112,2021,E02000161,2021 super output areas - middle layer,152,Household is deprived in one dimension,1033
113,2021,E02000161,2021 super output areas - middle layer,152,Household is deprived in two dimensions,295
114,2021,E02000161,2021 super output areas - middle layer,152,Household is deprived in three dimensions,36
115,2021,E02000161,2021 super output areas - middle layer,152,Household is deprived in four dimensions,1
116,2021,E02000162,2021 super output areas - middle layer,152,Total: All households,2963
117,2021,E02000162,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1461
118,2021,E02000162,2021 super output areas - middle layer,152,Household is deprived in one dimension,1019
119,2021,E02000162,2021 super output areas - middle layer,152,Household is deprived in two dimensions,384
120,2021,E02000162,2021 super output areas - middle layer,152,Household is deprived in three dimensions,94
121,2021,E02000162,2021 super output areas - middle layer,152,Household is deprived in four dimensions,5
122,2021,E02000163,2021 super output areas - middle layer,152,Total: All households,3068
123,2021,E02000163,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1731
124,2021,E02000163,2021 super output areas - middle layer,152,Household is deprived in one dimension,983
125,2021,E02000163,2021 super output areas - middle layer,152,Household is deprived in two dimensions,310
126,2021,E02000163,2021 super output areas - middle layer,152,Household is deprived in three dimensions,43
127,2021,E02000163,2021 super output areas - middle layer,152,Household is deprived in four dimensions,1
128,2021,E02000165,2021 super output areas - middle layer,152,Total: All households,2741
129,2021,E02000165,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1504
130,2021,E02000165,2021 super output areas - middle layer,152,Household is deprived in one dimension,907
131,2021,E02000165,2021 super output areas - middle layer,152,Household is deprived in two dimensions,291
132,2021,E02000165,2021 super output areas - middle layer,152,Household is deprived in three dimensions,38
133,2021,E02000165,2021 super output areas - middle layer,152,Household is deprived in four dimensions,1
134,2021,E02006782,2021 super output areas - middle layer,152,Total: All households,3197
135,2021,E02006782,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1638
136,2021,E02006782,2021 super output areas - middle layer,152,Household is deprived in one dimension,1064
137,2021,E02006782,2021 super output areas - middle layer,152,Household is deprived in two dimensions,391
138,2021,E02006782,2021 super output areas - middle layer,152,Household is deprived in three dimensions,101
139,2021,E02006782,2021 super output areas - middle layer,152,Household is deprived in four dimensions,3
140,2021,E02006787,2021 super output areas - middle layer,152,Total: All households,3093
141,2021,E02006787,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1812
142,2021,E02006787,2021 super output areas - middle layer,152,Household is deprived in one dimension,882
143,2021,E02006787,2021 super output areas - middle layer,152,Household is deprived in two dimensions,322
144,2021,E02006787,2021 super output areas - middle layer,152,Household is deprived in three dimensions,74
145,2021,E02006787,2021 super output areas - middle layer,152,Household is deprived in four dimensions,3
146,2021,E02006789,2021 super output areas - middle layer,152,Total: All households,2788
147,2021,E02006789,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1392
148,2021,E02006789,2021 super output areas - middle layer,152,Household is deprived in one dimension,1017
149,2021,E02006789,2021 super output areas - middle layer,152,Household is deprived in two dimensions,333
150,2021,E02006789,2021 super output areas - middle layer,152,Household is deprived in three dimensions,46
151,2021,E02006789,2021 super output areas - middle layer,152,Household is deprived in four dimensions,0
152,2021,E02000166,2021 super output areas - middle layer,152,Total: All households,3395
153,2021,E02000166,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1669
154,2021,E02000166,2021 super output areas - middle layer,152,Household is deprived in one dimension,1069
155,2021,E02000166,2021 super output areas - middle layer,152,Household is deprived in two dimensions,476
156,2021,E02000166,2021 super output areas - middle layer,152,Household is deprived in three dimensions,164
157,2021,E02000166,2021 super output areas - middle layer,152,Household is deprived in four dimensions,17
158,2021,E02000167,2021 super output areas - middle layer,152,Total: All households,3373
159,2021,E02000167,2021 super output areas - middle layer,152,Household is not deprived in any dimension,2167
160,2021,E02000167,2021 super output areas - middle layer,152,Household is deprived in one dimension,940
161,2021,E02000167,2021 super output areas - middle layer,152,Household is deprived in two dimensions,201
162,2021,E02000167,2021 super output areas - middle layer,152,Household is deprived in three dimensions,58
163,2021,E02000167,2021 super output areas - middle layer,152,Household is deprived in four dimensions,7
164,2021,E02000168,2021 super output areas - middle layer,152,Total: All households,3494
165,2021,E02000168,2021 super output areas - middle layer,152,Household is not deprived in any dimension,1859
166,2021,E02000168,2021 super output areas - middle layer,152,Household is deprived in one dimension,1035
167,2021,E02000168,2021 super output areas - middle layer,152,Household is deprived in two dimensions,439
168,2021,E02000168,2021 super output areas - middle layer,152,Household is deprived in three dimensions,150
169,2021,E02000168,2021 super output areas - middle layer,152,Household is deprived in four dimensions,11
170,2021,E02000169,2021 super output areas - middle layer,152,Total: All households,3026
