,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ENGPRF_6_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9906
1,2021,E02002483,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),9819
2,2021,E02002483,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),87
3,2021,E02002483,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,43
4,2021,E02002483,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,28
5,2021,E02002483,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,12
6,2021,E02002483,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,4
7,2021,E02002484,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9888
8,2021,E02002484,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),9718
9,2021,E02002484,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),170
10,2021,E02002484,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,69
11,2021,E02002484,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,64
12,2021,E02002484,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,29
13,2021,E02002484,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,8
14,2021,E02002485,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7722
15,2021,E02002485,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),7505
16,2021,E02002485,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),217
17,2021,E02002485,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,69
18,2021,E02002485,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,78
19,2021,E02002485,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,64
20,2021,E02002485,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,6
21,2021,E02002489,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6913
22,2021,E02002489,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),6639
23,2021,E02002489,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),274
24,2021,E02002489,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,91
25,2021,E02002489,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,102
26,2021,E02002489,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,60
27,2021,E02002489,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,21
28,2021,E02002490,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5593
29,2021,E02002490,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),5306
30,2021,E02002490,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),287
31,2021,E02002490,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,58
32,2021,E02002490,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,109
33,2021,E02002490,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,99
34,2021,E02002490,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,21
35,2021,E02002491,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6272
36,2021,E02002491,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),6172
37,2021,E02002491,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),100
38,2021,E02002491,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,41
39,2021,E02002491,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,31
40,2021,E02002491,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,18
41,2021,E02002491,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,10
42,2021,E02002492,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6540
43,2021,E02002492,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),6436
44,2021,E02002492,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),104
45,2021,E02002492,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,33
46,2021,E02002492,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,34
47,2021,E02002492,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,27
48,2021,E02002492,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,10
49,2021,E02002493,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6585
50,2021,E02002493,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),6540
51,2021,E02002493,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),45
52,2021,E02002493,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,19
53,2021,E02002493,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,11
54,2021,E02002493,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,12
55,2021,E02002493,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,3
56,2021,E02002494,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7318
57,2021,E02002494,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),7236
58,2021,E02002494,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),82
59,2021,E02002494,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,31
60,2021,E02002494,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,37
61,2021,E02002494,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,14
62,2021,E02002494,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,0
63,2021,E02006909,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,12419
64,2021,E02006909,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),12327
65,2021,E02006909,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),92
66,2021,E02006909,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,55
67,2021,E02006909,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,23
68,2021,E02006909,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,12
69,2021,E02006909,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,2
70,2021,E02007059,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10264
71,2021,E02007059,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),9846
72,2021,E02007059,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),418
73,2021,E02007059,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,124
74,2021,E02007059,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,142
75,2021,E02007059,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,127
76,2021,E02007059,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,25
77,2021,E02002496,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11494
78,2021,E02002496,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),8490
79,2021,E02002496,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),3004
80,2021,E02002496,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,1090
81,2021,E02002496,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,1124
82,2021,E02002496,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,663
83,2021,E02002496,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,127
84,2021,E02002497,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5852
85,2021,E02002497,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),5230
86,2021,E02002497,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),622
87,2021,E02002497,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,165
88,2021,E02002497,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,258
89,2021,E02002497,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,175
90,2021,E02002497,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,24
91,2021,E02002498,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8107
92,2021,E02002498,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),5567
93,2021,E02002498,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),2540
94,2021,E02002498,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,753
95,2021,E02002498,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,1104
96,2021,E02002498,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,591
97,2021,E02002498,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,92
98,2021,E02002499,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7311
99,2021,E02002499,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),7144
100,2021,E02002499,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),167
101,2021,E02002499,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,59
102,2021,E02002499,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,74
103,2021,E02002499,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,29
104,2021,E02002499,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,5
105,2021,E02002500,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5708
106,2021,E02002500,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),5165
107,2021,E02002500,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),543
108,2021,E02002500,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,189
109,2021,E02002500,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,218
110,2021,E02002500,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,114
111,2021,E02002500,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,22
112,2021,E02002501,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6017
113,2021,E02002501,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),5494
114,2021,E02002501,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),523
115,2021,E02002501,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,177
116,2021,E02002501,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,233
117,2021,E02002501,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,97
118,2021,E02002501,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,16
119,2021,E02002502,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9407
120,2021,E02002502,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),9213
121,2021,E02002502,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),194
122,2021,E02002502,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,75
123,2021,E02002502,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,77
124,2021,E02002502,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,34
125,2021,E02002502,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,8
126,2021,E02002503,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6545
127,2021,E02002503,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),6137
128,2021,E02002503,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),408
129,2021,E02002503,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,136
130,2021,E02002503,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,167
131,2021,E02002503,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,96
132,2021,E02002503,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,9
133,2021,E02002504,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9431
134,2021,E02002504,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),8610
135,2021,E02002504,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),821
136,2021,E02002504,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,273
137,2021,E02002504,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,324
138,2021,E02002504,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,199
139,2021,E02002504,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,25
140,2021,E02002505,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6087
141,2021,E02002505,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),5968
142,2021,E02002505,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),119
143,2021,E02002505,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,49
144,2021,E02002505,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English well,36
145,2021,E02002505,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English well,28
146,2021,E02002505,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Cannot speak English,6
147,2021,E02002506,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5422
148,2021,E02002506,2021 super output areas - middle layer,152,Main language is English (English or Welsh in Wales),5060
149,2021,E02002506,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales),362
150,2021,E02002506,2021 super output areas - middle layer,152,Main language is not English (English or Welsh in Wales): Can speak English very well,182
