,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HHCOMP_15_NAME,OBS_VALUE
0,2021,E02005050,2021 super output areas - middle layer,152,Single family household: Other single family household: Other family composition,16
1,2021,E02005050,2021 super output areas - middle layer,152,Other household types,180
2,2021,E02005050,2021 super output areas - middle layer,152,Other household types: With dependent children,78
3,2021,E02005050,2021 super output areas - middle layer,152,"Other household types: Other, including all full-time students and all aged 66 years and over",102
4,2021,E02005051,2021 super output areas - middle layer,152,Total: All households,5591
5,2021,E02005051,2021 super output areas - middle layer,152,One-person household,1695
6,2021,E02005051,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,605
7,2021,E02005051,2021 super output areas - middle layer,152,One-person household: Other,1090
8,2021,E02005051,2021 super output areas - middle layer,152,Single family household,3540
9,2021,E02005051,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,284
10,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,1396
11,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,469
12,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,637
13,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: All children non-dependent,290
14,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family,841
15,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: No children,342
16,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: With dependent children,432
17,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: All children non-dependent,67
18,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Lone parent family,993
19,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Lone parent family: With dependent children,678
20,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Lone parent family: All children non-dependent,315
21,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Other single family household,26
22,2021,E02005051,2021 super output areas - middle layer,152,Single family household: Other single family household: Other family composition,26
23,2021,E02005051,2021 super output areas - middle layer,152,Other household types,356
24,2021,E02005051,2021 super output areas - middle layer,152,Other household types: With dependent children,165
25,2021,E02005051,2021 super output areas - middle layer,152,"Other household types: Other, including all full-time students and all aged 66 years and over",191
26,2021,E02005052,2021 super output areas - middle layer,152,Total: All households,3724
27,2021,E02005052,2021 super output areas - middle layer,152,One-person household,1577
28,2021,E02005052,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,619
29,2021,E02005052,2021 super output areas - middle layer,152,One-person household: Other,958
30,2021,E02005052,2021 super output areas - middle layer,152,Single family household,1908
31,2021,E02005052,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,245
32,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,815
33,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,321
34,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,379
35,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: All children non-dependent,115
36,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family,434
37,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: No children,241
38,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: With dependent children,176
39,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Cohabiting couple family: All children non-dependent,17
40,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Lone parent family,390
41,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Lone parent family: With dependent children,242
42,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Lone parent family: All children non-dependent,148
43,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Other single family household,24
44,2021,E02005052,2021 super output areas - middle layer,152,Single family household: Other single family household: Other family composition,24
45,2021,E02005052,2021 super output areas - middle layer,152,Other household types,239
46,2021,E02005052,2021 super output areas - middle layer,152,Other household types: With dependent children,87
47,2021,E02005052,2021 super output areas - middle layer,152,"Other household types: Other, including all full-time students and all aged 66 years and over",152
48,2021,E02005053,2021 super output areas - middle layer,152,Total: All households,3956
49,2021,E02005053,2021 super output areas - middle layer,152,One-person household,1399
50,2021,E02005053,2021 super output areas - middle layer,152,One-person household: Aged 66 years and over,468
51,2021,E02005053,2021 super output areas - middle layer,152,One-person household: Other,931
52,2021,E02005053,2021 super output areas - middle layer,152,Single family household,2310
53,2021,E02005053,2021 super output areas - middle layer,152,Single family household: All aged 66 years and over,203
54,2021,E02005053,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple,886
55,2021,E02005053,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: No children,328
56,2021,E02005053,2021 super output areas - middle layer,152,Single family household: Married or civil partnership couple: Dependent children,383
