,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E02006313,2021 super output areas - middle layer,152,Total: All usual residents,9931
1,2021,E02006313,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh",97
2,2021,E02006313,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Bangladeshi",5
3,2021,E02006313,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",23
4,2021,E02006313,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian",34
5,2021,E02006313,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani",3
6,2021,E02006313,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian",32
7,2021,E02006313,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African",36
8,2021,E02006313,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: African",24
9,2021,E02006313,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7
10,2021,E02006313,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
11,2021,E02006313,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups,123
12,2021,E02006313,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Asian,32
13,2021,E02006313,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black African,26
14,2021,E02006313,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black Caribbean,33
15,2021,E02006313,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,32
16,2021,E02006313,2021 super output areas - middle layer,152,White,9664
17,2021,E02006313,2021 super output areas - middle layer,152,"White: English, Welsh, Scottish, Northern Irish or British",9435
18,2021,E02006313,2021 super output areas - middle layer,152,White: Irish,47
19,2021,E02006313,2021 super output areas - middle layer,152,White: Gypsy or Irish Traveller,21
20,2021,E02006313,2021 super output areas - middle layer,152,White: Roma,3
21,2021,E02006313,2021 super output areas - middle layer,152,White: Other White,158
22,2021,E02006313,2021 super output areas - middle layer,152,Other ethnic group,11
23,2021,E02006313,2021 super output areas - middle layer,152,Other ethnic group: Arab,2
24,2021,E02006313,2021 super output areas - middle layer,152,Other ethnic group: Any other ethnic group,9
25,2021,E02006314,2021 super output areas - middle layer,152,Total: All usual residents,7260
26,2021,E02006314,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh",146
27,2021,E02006314,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Bangladeshi",5
28,2021,E02006314,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",17
29,2021,E02006314,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian",86
30,2021,E02006314,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani",2
31,2021,E02006314,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian",36
32,2021,E02006314,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African",19
