,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARER_7_NAME,OBS_VALUE
0,2021,E02006475,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,73
1,2021,E02006475,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,242
2,2021,E02006476,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,8862
3,2021,E02006476,2021 super output areas - middle layer,152,Provides no unpaid care,8093
4,2021,E02006476,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,282
5,2021,E02006476,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,184
6,2021,E02006476,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,98
7,2021,E02006476,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,197
8,2021,E02006476,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,78
9,2021,E02006476,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,119
10,2021,E02006476,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,290
11,2021,E02006477,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,8264
12,2021,E02006477,2021 super output areas - middle layer,152,Provides no unpaid care,7486
13,2021,E02006477,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,413
14,2021,E02006477,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,318
15,2021,E02006477,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,95
16,2021,E02006477,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,140
17,2021,E02006477,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,60
18,2021,E02006477,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,80
19,2021,E02006477,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,225
20,2021,E02006478,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,7913
21,2021,E02006478,2021 super output areas - middle layer,152,Provides no unpaid care,7172
22,2021,E02006478,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,383
23,2021,E02006478,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,279
24,2021,E02006478,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,104
25,2021,E02006478,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,138
26,2021,E02006478,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,54
27,2021,E02006478,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,84
28,2021,E02006478,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,220
29,2021,E02006479,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,8614
30,2021,E02006479,2021 super output areas - middle layer,152,Provides no unpaid care,7834
31,2021,E02006479,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,320
32,2021,E02006479,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,221
33,2021,E02006479,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,99
34,2021,E02006479,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,184
35,2021,E02006479,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,73
36,2021,E02006479,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,111
37,2021,E02006479,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,276
38,2021,E02006480,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,7021
39,2021,E02006480,2021 super output areas - middle layer,152,Provides no unpaid care,6323
40,2021,E02006480,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,297
41,2021,E02006480,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,185
42,2021,E02006480,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,112
43,2021,E02006480,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,162
44,2021,E02006480,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,68
45,2021,E02006480,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,94
46,2021,E02006480,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,239
47,2021,E02006481,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,6857
48,2021,E02006481,2021 super output areas - middle layer,152,Provides no unpaid care,6138
49,2021,E02006481,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,300
50,2021,E02006481,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,203
51,2021,E02006481,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,97
52,2021,E02006481,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,156
53,2021,E02006481,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,65
54,2021,E02006481,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,91
55,2021,E02006481,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,263
56,2021,E02006482,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,6782
57,2021,E02006482,2021 super output areas - middle layer,152,Provides no unpaid care,6143
58,2021,E02006482,2021 super output areas - middle layer,152,Provides 19 hours or less unpaid care a week,306
59,2021,E02006482,2021 super output areas - middle layer,152,Provides 9 hours or less unpaid care a week,220
60,2021,E02006482,2021 super output areas - middle layer,152,Provides 10 to 19 hours unpaid care a week,86
61,2021,E02006482,2021 super output areas - middle layer,152,Provides 20 to 49 hours unpaid care a week,130
62,2021,E02006482,2021 super output areas - middle layer,152,Provides 20 to 34 hours unpaid care a week,56
63,2021,E02006482,2021 super output areas - middle layer,152,Provides 35 to 49 hours unpaid care a week,74
64,2021,E02006482,2021 super output areas - middle layer,152,Provides 50 or more hours unpaid care a week,203
65,2021,E02006483,2021 super output areas - middle layer,152,Total: All usual residents aged 5 and over,7495
66,2021,E02006483,2021 super output areas - middle layer,152,Provides no unpaid care,6780
