,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LPSTAT_12_NAME,OBS_VALUE
0,2021,E02006475,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
1,2021,E02006475,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,486
2,2021,E02006475,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,486
3,2021,E02006475,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
4,2021,E02006476,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7342
5,2021,E02006476,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,3148
6,2021,E02006476,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2795
7,2021,E02006476,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,2784
8,2021,E02006476,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,2763
9,2021,E02006476,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,21
10,2021,E02006476,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,11
11,2021,E02006476,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,8
12,2021,E02006476,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,3
13,2021,E02006476,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",216
14,2021,E02006476,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",215
15,2021,E02006476,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",1
16,2021,E02006476,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,757
17,2021,E02006476,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,752
18,2021,E02006476,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,5
19,2021,E02006476,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,426
20,2021,E02006476,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,425
21,2021,E02006476,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,1
22,2021,E02006477,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7084
23,2021,E02006477,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2111
24,2021,E02006477,2021 super output areas - middle layer,152,Married or in a registered civil partnership,3893
25,2021,E02006477,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,3877
26,2021,E02006477,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,3866
27,2021,E02006477,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,11
28,2021,E02006477,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,16
29,2021,E02006477,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,6
30,2021,E02006477,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,10
31,2021,E02006477,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",135
32,2021,E02006477,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",134
33,2021,E02006477,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",1
34,2021,E02006477,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,518
35,2021,E02006477,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,515
36,2021,E02006477,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,3
37,2021,E02006477,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,427
38,2021,E02006477,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,427
39,2021,E02006477,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
40,2021,E02006478,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6727
41,2021,E02006478,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2420
42,2021,E02006478,2021 super output areas - middle layer,152,Married or in a registered civil partnership,3238
43,2021,E02006478,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,3234
44,2021,E02006478,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,3218
45,2021,E02006478,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,16
46,2021,E02006478,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,4
47,2021,E02006478,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
48,2021,E02006478,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,4
49,2021,E02006478,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",164
50,2021,E02006478,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",163
51,2021,E02006478,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",1
52,2021,E02006478,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,584
53,2021,E02006478,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,583
54,2021,E02006478,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,1
55,2021,E02006478,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,321
56,2021,E02006478,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,320
57,2021,E02006478,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,1
58,2021,E02006479,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7513
59,2021,E02006479,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,3096
60,2021,E02006479,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2966
61,2021,E02006479,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,2954
62,2021,E02006479,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,2936
63,2021,E02006479,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,18
64,2021,E02006479,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,12
65,2021,E02006479,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,7
66,2021,E02006479,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,5
67,2021,E02006479,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",240
68,2021,E02006479,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",238
69,2021,E02006479,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",2
70,2021,E02006479,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,794
71,2021,E02006479,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,792
72,2021,E02006479,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,2
73,2021,E02006479,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,417
74,2021,E02006479,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,417
75,2021,E02006479,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,0
76,2021,E02006480,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6027
77,2021,E02006480,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2321
78,2021,E02006480,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2566
79,2021,E02006480,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,2564
80,2021,E02006480,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,2537
81,2021,E02006480,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,27
82,2021,E02006480,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,2
83,2021,E02006480,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,0
84,2021,E02006480,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,2
85,2021,E02006480,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",149
86,2021,E02006480,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",149
87,2021,E02006480,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",0
88,2021,E02006480,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,647
89,2021,E02006480,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,647
90,2021,E02006480,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
91,2021,E02006480,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,344
92,2021,E02006480,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,343
93,2021,E02006480,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,1
94,2021,E02006481,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5691
95,2021,E02006481,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2175
96,2021,E02006481,2021 super output areas - middle layer,152,Married or in a registered civil partnership,2374
