,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LIVING_11_NAME,OBS_VALUE
0,2021,E02003289,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",15
1,2021,E02003289,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1554
2,2021,E02003289,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1490
3,2021,E02003289,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,64
4,2021,E02003289,2021 super output areas - middle layer,152,Not living in a couple,3415
5,2021,E02003289,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),2096
6,2021,E02003289,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,60
7,2021,E02003289,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),158
8,2021,E02003289,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,713
9,2021,E02003289,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,388
10,2021,E02003290,2021 super output areas - middle layer,152,Total: All usual residents,7767
11,2021,E02003290,2021 super output areas - middle layer,152,Living in a couple,4373
12,2021,E02003290,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3133
13,2021,E02003290,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3117
14,2021,E02003290,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,16
15,2021,E02003290,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",8
16,2021,E02003290,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1232
17,2021,E02003290,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1190
18,2021,E02003290,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,42
19,2021,E02003290,2021 super output areas - middle layer,152,Not living in a couple,3394
20,2021,E02003290,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),2090
21,2021,E02003290,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,82
22,2021,E02003290,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),194
23,2021,E02003290,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,616
24,2021,E02003290,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,412
25,2021,E02003291,2021 super output areas - middle layer,152,Total: All usual residents,9440
26,2021,E02003291,2021 super output areas - middle layer,152,Living in a couple,5165
27,2021,E02003291,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership,3658
28,2021,E02003291,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Opposite-sex couple,3631
29,2021,E02003291,2021 super output areas - middle layer,152,Living in a couple: Married or in a civil partnership: Same-sex couple,27
30,2021,E02003291,2021 super output areas - middle layer,152,"Living in a couple: Separated, but still married or in a civil partnership",15
31,2021,E02003291,2021 super output areas - middle layer,152,Living in a couple: Cohabiting,1492
32,2021,E02003291,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Opposite-sex couple,1430
33,2021,E02003291,2021 super output areas - middle layer,152,Living in a couple: Cohabiting: Same-sex couple,62
34,2021,E02003291,2021 super output areas - middle layer,152,Not living in a couple,4275
35,2021,E02003291,2021 super output areas - middle layer,152,Not living in a couple: Single (never married and never registered a civil partnership),2558
36,2021,E02003291,2021 super output areas - middle layer,152,Not living in a couple: Married or in a registered civil partnership,51
37,2021,E02003291,2021 super output areas - middle layer,152,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),220
38,2021,E02003291,2021 super output areas - middle layer,152,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,903
39,2021,E02003291,2021 super output areas - middle layer,152,Not living in a couple: Widowed or surviving partner from a civil partnership,543
40,2021,E02003292,2021 super output areas - middle layer,152,Total: All usual residents,9355
41,2021,E02003292,2021 super output areas - middle layer,152,Living in a couple,4236
