,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E02003086,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,2764
1,2021,E02003086,2021 super output areas - middle layer,152,Work mainly at or from home,679
2,2021,E02003086,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",0
3,2021,E02003086,2021 super output areas - middle layer,152,Train,45
4,2021,E02003086,2021 super output areas - middle layer,152,"Bus, minibus or coach",66
5,2021,E02003086,2021 super output areas - middle layer,152,Taxi,20
6,2021,E02003086,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",14
7,2021,E02003086,2021 super output areas - middle layer,152,Driving a car or van,1380
8,2021,E02003086,2021 super output areas - middle layer,152,Passenger in a car or van,155
9,2021,E02003086,2021 super output areas - middle layer,152,Bicycle,77
10,2021,E02003086,2021 super output areas - middle layer,152,On foot,304
11,2021,E02003086,2021 super output areas - middle layer,152,Other method of travel to work,24
12,2021,E02003087,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4981
13,2021,E02003087,2021 super output areas - middle layer,152,Work mainly at or from home,1552
14,2021,E02003087,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",0
15,2021,E02003087,2021 super output areas - middle layer,152,Train,31
16,2021,E02003087,2021 super output areas - middle layer,152,"Bus, minibus or coach",37
17,2021,E02003087,2021 super output areas - middle layer,152,Taxi,9
18,2021,E02003087,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",28
19,2021,E02003087,2021 super output areas - middle layer,152,Driving a car or van,2898
20,2021,E02003087,2021 super output areas - middle layer,152,Passenger in a car or van,174
21,2021,E02003087,2021 super output areas - middle layer,152,Bicycle,59
22,2021,E02003087,2021 super output areas - middle layer,152,On foot,140
23,2021,E02003087,2021 super output areas - middle layer,152,Other method of travel to work,53
24,2021,E02003088,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3922
25,2021,E02003088,2021 super output areas - middle layer,152,Work mainly at or from home,1616
26,2021,E02003088,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",2
27,2021,E02003088,2021 super output areas - middle layer,152,Train,7
28,2021,E02003088,2021 super output areas - middle layer,152,"Bus, minibus or coach",15
29,2021,E02003088,2021 super output areas - middle layer,152,Taxi,2
30,2021,E02003088,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",12
31,2021,E02003088,2021 super output areas - middle layer,152,Driving a car or van,1916
32,2021,E02003088,2021 super output areas - middle layer,152,Passenger in a car or van,92
33,2021,E02003088,2021 super output areas - middle layer,152,Bicycle,44
34,2021,E02003088,2021 super output areas - middle layer,152,On foot,187
35,2021,E02003088,2021 super output areas - middle layer,152,Other method of travel to work,29
36,2021,E02003089,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,2543
37,2021,E02003089,2021 super output areas - middle layer,152,Work mainly at or from home,539
38,2021,E02003089,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",1
39,2021,E02003089,2021 super output areas - middle layer,152,Train,19
40,2021,E02003089,2021 super output areas - middle layer,152,"Bus, minibus or coach",62
41,2021,E02003089,2021 super output areas - middle layer,152,Taxi,16
42,2021,E02003089,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",15
43,2021,E02003089,2021 super output areas - middle layer,152,Driving a car or van,1416
44,2021,E02003089,2021 super output areas - middle layer,152,Passenger in a car or van,147
45,2021,E02003089,2021 super output areas - middle layer,152,Bicycle,58
46,2021,E02003089,2021 super output areas - middle layer,152,On foot,250
47,2021,E02003089,2021 super output areas - middle layer,152,Other method of travel to work,20
48,2021,E02006845,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,5015
49,2021,E02006845,2021 super output areas - middle layer,152,Work mainly at or from home,1355
50,2021,E02006845,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",0
51,2021,E02006845,2021 super output areas - middle layer,152,Train,59
52,2021,E02006845,2021 super output areas - middle layer,152,"Bus, minibus or coach",80
53,2021,E02006845,2021 super output areas - middle layer,152,Taxi,27
54,2021,E02006845,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",29
55,2021,E02006845,2021 super output areas - middle layer,152,Driving a car or van,2920
56,2021,E02006845,2021 super output areas - middle layer,152,Passenger in a car or van,185
57,2021,E02006845,2021 super output areas - middle layer,152,Bicycle,61
58,2021,E02006845,2021 super output areas - middle layer,152,On foot,254
59,2021,E02006845,2021 super output areas - middle layer,152,Other method of travel to work,45
60,2021,E02006846,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,5470
61,2021,E02006846,2021 super output areas - middle layer,152,Work mainly at or from home,1169
62,2021,E02006846,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",3
63,2021,E02006846,2021 super output areas - middle layer,152,Train,59
64,2021,E02006846,2021 super output areas - middle layer,152,"Bus, minibus or coach",104
65,2021,E02006846,2021 super output areas - middle layer,152,Taxi,44
66,2021,E02006846,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",28
67,2021,E02006846,2021 super output areas - middle layer,152,Driving a car or van,3369
68,2021,E02006846,2021 super output areas - middle layer,152,Passenger in a car or van,274
69,2021,E02006846,2021 super output areas - middle layer,152,Bicycle,109
70,2021,E02006846,2021 super output areas - middle layer,152,On foot,268
71,2021,E02006846,2021 super output areas - middle layer,152,Other method of travel to work,43
72,2021,E02003090,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4408
73,2021,E02003090,2021 super output areas - middle layer,152,Work mainly at or from home,1693
74,2021,E02003090,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",2
75,2021,E02003090,2021 super output areas - middle layer,152,Train,8
76,2021,E02003090,2021 super output areas - middle layer,152,"Bus, minibus or coach",46
77,2021,E02003090,2021 super output areas - middle layer,152,Taxi,6
78,2021,E02003090,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",28
79,2021,E02003090,2021 super output areas - middle layer,152,Driving a car or van,2171
80,2021,E02003090,2021 super output areas - middle layer,152,Passenger in a car or van,96
81,2021,E02003090,2021 super output areas - middle layer,152,Bicycle,57
82,2021,E02003090,2021 super output areas - middle layer,152,On foot,278
83,2021,E02003090,2021 super output areas - middle layer,152,Other method of travel to work,23
84,2021,E02003091,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3181
85,2021,E02003091,2021 super output areas - middle layer,152,Work mainly at or from home,1166
86,2021,E02003091,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",0
87,2021,E02003091,2021 super output areas - middle layer,152,Train,4
88,2021,E02003091,2021 super output areas - middle layer,152,"Bus, minibus or coach",44
89,2021,E02003091,2021 super output areas - middle layer,152,Taxi,1
90,2021,E02003091,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",21
91,2021,E02003091,2021 super output areas - middle layer,152,Driving a car or van,1484
92,2021,E02003091,2021 super output areas - middle layer,152,Passenger in a car or van,76
93,2021,E02003091,2021 super output areas - middle layer,152,Bicycle,54
94,2021,E02003091,2021 super output areas - middle layer,152,On foot,310
95,2021,E02003091,2021 super output areas - middle layer,152,Other method of travel to work,21
96,2021,E02003092,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4543
97,2021,E02003092,2021 super output areas - middle layer,152,Work mainly at or from home,1886
98,2021,E02003092,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",1
99,2021,E02003092,2021 super output areas - middle layer,152,Train,11
100,2021,E02003092,2021 super output areas - middle layer,152,"Bus, minibus or coach",24
101,2021,E02003092,2021 super output areas - middle layer,152,Taxi,4
102,2021,E02003092,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",20
103,2021,E02003092,2021 super output areas - middle layer,152,Driving a car or van,2222
104,2021,E02003092,2021 super output areas - middle layer,152,Passenger in a car or van,118
105,2021,E02003092,2021 super output areas - middle layer,152,Bicycle,46
106,2021,E02003092,2021 super output areas - middle layer,152,On foot,183
107,2021,E02003092,2021 super output areas - middle layer,152,Other method of travel to work,28
108,2021,E02003093,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3039
109,2021,E02003093,2021 super output areas - middle layer,152,Work mainly at or from home,1372
110,2021,E02003093,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",1
111,2021,E02003093,2021 super output areas - middle layer,152,Train,6
112,2021,E02003093,2021 super output areas - middle layer,152,"Bus, minibus or coach",20
113,2021,E02003093,2021 super output areas - middle layer,152,Taxi,0
114,2021,E02003093,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",13
115,2021,E02003093,2021 super output areas - middle layer,152,Driving a car or van,1412
116,2021,E02003093,2021 super output areas - middle layer,152,Passenger in a car or van,63
117,2021,E02003093,2021 super output areas - middle layer,152,Bicycle,40
118,2021,E02003093,2021 super output areas - middle layer,152,On foot,94
119,2021,E02003093,2021 super output areas - middle layer,152,Other method of travel to work,18
120,2021,E02003094,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4512
121,2021,E02003094,2021 super output areas - middle layer,152,Work mainly at or from home,1581
122,2021,E02003094,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",0
123,2021,E02003094,2021 super output areas - middle layer,152,Train,23
124,2021,E02003094,2021 super output areas - middle layer,152,"Bus, minibus or coach",78
125,2021,E02003094,2021 super output areas - middle layer,152,Taxi,4
126,2021,E02003094,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",33
127,2021,E02003094,2021 super output areas - middle layer,152,Driving a car or van,2433
128,2021,E02003094,2021 super output areas - middle layer,152,Passenger in a car or van,142
129,2021,E02003094,2021 super output areas - middle layer,152,Bicycle,65
130,2021,E02003094,2021 super output areas - middle layer,152,On foot,118
131,2021,E02003094,2021 super output areas - middle layer,152,Other method of travel to work,35
132,2021,E02003095,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4594
133,2021,E02003095,2021 super output areas - middle layer,152,Work mainly at or from home,1627
134,2021,E02003095,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",0
135,2021,E02003095,2021 super output areas - middle layer,152,Train,21
136,2021,E02003095,2021 super output areas - middle layer,152,"Bus, minibus or coach",59
137,2021,E02003095,2021 super output areas - middle layer,152,Taxi,10
138,2021,E02003095,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",29
139,2021,E02003095,2021 super output areas - middle layer,152,Driving a car or van,2311
140,2021,E02003095,2021 super output areas - middle layer,152,Passenger in a car or van,177
141,2021,E02003095,2021 super output areas - middle layer,152,Bicycle,61
142,2021,E02003095,2021 super output areas - middle layer,152,On foot,276
143,2021,E02003095,2021 super output areas - middle layer,152,Other method of travel to work,23
144,2021,E02003096,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3275
145,2021,E02003096,2021 super output areas - middle layer,152,Work mainly at or from home,898
146,2021,E02003096,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",1
147,2021,E02003096,2021 super output areas - middle layer,152,Train,14
148,2021,E02003096,2021 super output areas - middle layer,152,"Bus, minibus or coach",60
149,2021,E02003096,2021 super output areas - middle layer,152,Taxi,6
150,2021,E02003096,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",28
151,2021,E02003096,2021 super output areas - middle layer,152,Driving a car or van,1712
152,2021,E02003096,2021 super output areas - middle layer,152,Passenger in a car or van,136
153,2021,E02003096,2021 super output areas - middle layer,152,Bicycle,74
154,2021,E02003096,2021 super output areas - middle layer,152,On foot,312
155,2021,E02003096,2021 super output areas - middle layer,152,Other method of travel to work,34
156,2021,E02003097,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3010
157,2021,E02003097,2021 super output areas - middle layer,152,Work mainly at or from home,1110
158,2021,E02003097,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",0
159,2021,E02003097,2021 super output areas - middle layer,152,Train,3
160,2021,E02003097,2021 super output areas - middle layer,152,"Bus, minibus or coach",38
161,2021,E02003097,2021 super output areas - middle layer,152,Taxi,8
162,2021,E02003097,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",17
163,2021,E02003097,2021 super output areas - middle layer,152,Driving a car or van,1483
164,2021,E02003097,2021 super output areas - middle layer,152,Passenger in a car or van,85
165,2021,E02003097,2021 super output areas - middle layer,152,Bicycle,37
166,2021,E02003097,2021 super output areas - middle layer,152,On foot,208
167,2021,E02003097,2021 super output areas - middle layer,152,Other method of travel to work,21
168,2021,E02003098,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,6030
169,2021,E02003098,2021 super output areas - middle layer,152,Work mainly at or from home,2467
170,2021,E02003098,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",3
171,2021,E02003098,2021 super output areas - middle layer,152,Train,23
172,2021,E02003098,2021 super output areas - middle layer,152,"Bus, minibus or coach",222
173,2021,E02003098,2021 super output areas - middle layer,152,Taxi,7
174,2021,E02003098,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",41
175,2021,E02003098,2021 super output areas - middle layer,152,Driving a car or van,2626
176,2021,E02003098,2021 super output areas - middle layer,152,Passenger in a car or van,193
177,2021,E02003098,2021 super output areas - middle layer,152,Bicycle,106
178,2021,E02003098,2021 super output areas - middle layer,152,On foot,301
179,2021,E02003098,2021 super output areas - middle layer,152,Other method of travel to work,41
