,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_RELIGION_10_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents,10240
1,2021,E02002483,2021 super output areas - middle layer,152,No religion,3803
2,2021,E02002483,2021 super output areas - middle layer,152,Christian,5886
3,2021,E02002483,2021 super output areas - middle layer,152,Buddhist,16
4,2021,E02002483,2021 super output areas - middle layer,152,Hindu,7
5,2021,E02002483,2021 super output areas - middle layer,152,Jewish,6
6,2021,E02002483,2021 super output areas - middle layer,152,Muslim,32
7,2021,E02002483,2021 super output areas - middle layer,152,Sikh,14
8,2021,E02002483,2021 super output areas - middle layer,152,Other religion,28
9,2021,E02002483,2021 super output areas - middle layer,152,Not answered,448
10,2021,E02002484,2021 super output areas - middle layer,152,Total: All usual residents,10280
11,2021,E02002484,2021 super output areas - middle layer,152,No religion,4658
12,2021,E02002484,2021 super output areas - middle layer,152,Christian,4978
13,2021,E02002484,2021 super output areas - middle layer,152,Buddhist,23
14,2021,E02002484,2021 super output areas - middle layer,152,Hindu,17
15,2021,E02002484,2021 super output areas - middle layer,152,Jewish,3
16,2021,E02002484,2021 super output areas - middle layer,152,Muslim,47
17,2021,E02002484,2021 super output areas - middle layer,152,Sikh,10
18,2021,E02002484,2021 super output areas - middle layer,152,Other religion,31
19,2021,E02002484,2021 super output areas - middle layer,152,Not answered,513
20,2021,E02002485,2021 super output areas - middle layer,152,Total: All usual residents,8005
21,2021,E02002485,2021 super output areas - middle layer,152,No religion,3597
22,2021,E02002485,2021 super output areas - middle layer,152,Christian,3742
23,2021,E02002485,2021 super output areas - middle layer,152,Buddhist,15
24,2021,E02002485,2021 super output areas - middle layer,152,Hindu,37
25,2021,E02002485,2021 super output areas - middle layer,152,Jewish,3
26,2021,E02002485,2021 super output areas - middle layer,152,Muslim,101
27,2021,E02002485,2021 super output areas - middle layer,152,Sikh,25
28,2021,E02002485,2021 super output areas - middle layer,152,Other religion,25
29,2021,E02002485,2021 super output areas - middle layer,152,Not answered,460
30,2021,E02002489,2021 super output areas - middle layer,152,Total: All usual residents,7126
31,2021,E02002489,2021 super output areas - middle layer,152,No religion,3113
32,2021,E02002489,2021 super output areas - middle layer,152,Christian,3159
33,2021,E02002489,2021 super output areas - middle layer,152,Buddhist,7
34,2021,E02002489,2021 super output areas - middle layer,152,Hindu,1
35,2021,E02002489,2021 super output areas - middle layer,152,Jewish,1
36,2021,E02002489,2021 super output areas - middle layer,152,Muslim,322
37,2021,E02002489,2021 super output areas - middle layer,152,Sikh,9
38,2021,E02002489,2021 super output areas - middle layer,152,Other religion,41
39,2021,E02002489,2021 super output areas - middle layer,152,Not answered,473
40,2021,E02002490,2021 super output areas - middle layer,152,Total: All usual residents,5802
41,2021,E02002490,2021 super output areas - middle layer,152,No religion,2462
42,2021,E02002490,2021 super output areas - middle layer,152,Christian,2895
43,2021,E02002490,2021 super output areas - middle layer,152,Buddhist,18
44,2021,E02002490,2021 super output areas - middle layer,152,Hindu,10
45,2021,E02002490,2021 super output areas - middle layer,152,Jewish,2
46,2021,E02002490,2021 super output areas - middle layer,152,Muslim,115
47,2021,E02002490,2021 super output areas - middle layer,152,Sikh,19
48,2021,E02002490,2021 super output areas - middle layer,152,Other religion,19
49,2021,E02002490,2021 super output areas - middle layer,152,Not answered,262
50,2021,E02002491,2021 super output areas - middle layer,152,Total: All usual residents,6472
51,2021,E02002491,2021 super output areas - middle layer,152,No religion,2801
52,2021,E02002491,2021 super output areas - middle layer,152,Christian,3231
53,2021,E02002491,2021 super output areas - middle layer,152,Buddhist,8
54,2021,E02002491,2021 super output areas - middle layer,152,Hindu,14
55,2021,E02002491,2021 super output areas - middle layer,152,Jewish,0
56,2021,E02002491,2021 super output areas - middle layer,152,Muslim,67
57,2021,E02002491,2021 super output areas - middle layer,152,Sikh,1
58,2021,E02002491,2021 super output areas - middle layer,152,Other religion,21
