,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_ETH_20_NAME,OBS_VALUE
0,2021,E02001238,2021 super output areas - middle layer,152,Total: All usual residents,7992
1,2021,E02001238,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh",368
2,2021,E02001238,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Bangladeshi",28
3,2021,E02001238,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",112
4,2021,E02001238,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian",79
5,2021,E02001238,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani",131
6,2021,E02001238,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian",18
7,2021,E02001238,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African",219
8,2021,E02001238,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: African",159
9,2021,E02001238,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",27
10,2021,E02001238,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Other Black",33
11,2021,E02001238,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups,208
12,2021,E02001238,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Asian,44
13,2021,E02001238,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black African,31
14,2021,E02001238,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black Caribbean,92
15,2021,E02001238,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,41
16,2021,E02001238,2021 super output areas - middle layer,152,White,7150
17,2021,E02001238,2021 super output areas - middle layer,152,"White: English, Welsh, Scottish, Northern Irish or British",6909
18,2021,E02001238,2021 super output areas - middle layer,152,White: Irish,72
19,2021,E02001238,2021 super output areas - middle layer,152,White: Gypsy or Irish Traveller,4
20,2021,E02001238,2021 super output areas - middle layer,152,White: Roma,2
21,2021,E02001238,2021 super output areas - middle layer,152,White: Other White,163
22,2021,E02001238,2021 super output areas - middle layer,152,Other ethnic group,47
23,2021,E02001238,2021 super output areas - middle layer,152,Other ethnic group: Arab,5
24,2021,E02001238,2021 super output areas - middle layer,152,Other ethnic group: Any other ethnic group,42
25,2021,E02001239,2021 super output areas - middle layer,152,Total: All usual residents,9539
26,2021,E02001239,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh",486
27,2021,E02001239,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Bangladeshi",43
28,2021,E02001239,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Chinese",132
29,2021,E02001239,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Indian",52
30,2021,E02001239,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Pakistani",188
31,2021,E02001239,2021 super output areas - middle layer,152,"Asian, Asian British or Asian Welsh: Other Asian",71
32,2021,E02001239,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African",417
33,2021,E02001239,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: African",350
34,2021,E02001239,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",32
35,2021,E02001239,2021 super output areas - middle layer,152,"Black, Black British, Black Welsh, Caribbean or African: Other Black",35
36,2021,E02001239,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups,274
37,2021,E02001239,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Asian,51
38,2021,E02001239,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black African,55
39,2021,E02001239,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: White and Black Caribbean,122
40,2021,E02001239,2021 super output areas - middle layer,152,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,46
41,2021,E02001239,2021 super output areas - middle layer,152,White,8228
42,2021,E02001239,2021 super output areas - middle layer,152,"White: English, Welsh, Scottish, Northern Irish or British",7862
43,2021,E02001239,2021 super output areas - middle layer,152,White: Irish,79
44,2021,E02001239,2021 super output areas - middle layer,152,White: Gypsy or Irish Traveller,18
45,2021,E02001239,2021 super output areas - middle layer,152,White: Roma,10
46,2021,E02001239,2021 super output areas - middle layer,152,White: Other White,259
47,2021,E02001239,2021 super output areas - middle layer,152,Other ethnic group,134
