,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_LPSTAT_12_NAME,OBS_VALUE
0,2021,E02002765,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Widowed,386
1,2021,E02002765,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner: Surviving partner from civil partnership,1
2,2021,E02002766,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7192
3,2021,E02002766,2021 super output areas - middle layer,152,Never married and never registered a civil partnership,2255
4,2021,E02002766,2021 super output areas - middle layer,152,Married or in a registered civil partnership,3468
5,2021,E02002766,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married,3456
6,2021,E02002766,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Opposite sex,3443
7,2021,E02002766,2021 super output areas - middle layer,152,Married or in a registered civil partnership: Married: Same sex,13
8,2021,E02002766,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership,12
9,2021,E02002766,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,6
10,2021,E02002766,2021 super output areas - middle layer,152,Married or in a registered civil partnership: In a registered civil partnership: Same sex,6
11,2021,E02002766,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership",151
12,2021,E02002766,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married",150
13,2021,E02002766,2021 super output areas - middle layer,152,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership",1
14,2021,E02002766,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved,746
15,2021,E02002766,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Divorced,746
16,2021,E02002766,2021 super output areas - middle layer,152,Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,0
17,2021,E02002766,2021 super output areas - middle layer,152,Widowed or surviving civil partnership partner,572
