,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TTWMETH_12_NAME,OBS_VALUE
0,2021,E02005616,2021 super output areas - middle layer,152,"Bus, minibus or coach",68
1,2021,E02005616,2021 super output areas - middle layer,152,Taxi,90
2,2021,E02005616,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",13
3,2021,E02005616,2021 super output areas - middle layer,152,Driving a car or van,1462
4,2021,E02005616,2021 super output areas - middle layer,152,Passenger in a car or van,354
5,2021,E02005616,2021 super output areas - middle layer,152,Bicycle,132
6,2021,E02005616,2021 super output areas - middle layer,152,On foot,316
7,2021,E02005616,2021 super output areas - middle layer,152,Other method of travel to work,39
8,2021,E02005617,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,5290
9,2021,E02005617,2021 super output areas - middle layer,152,Work mainly at or from home,605
10,2021,E02005617,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",0
11,2021,E02005617,2021 super output areas - middle layer,152,Train,10
12,2021,E02005617,2021 super output areas - middle layer,152,"Bus, minibus or coach",219
13,2021,E02005617,2021 super output areas - middle layer,152,Taxi,222
14,2021,E02005617,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",19
15,2021,E02005617,2021 super output areas - middle layer,152,Driving a car or van,2764
16,2021,E02005617,2021 super output areas - middle layer,152,Passenger in a car or van,663
17,2021,E02005617,2021 super output areas - middle layer,152,Bicycle,242
18,2021,E02005617,2021 super output areas - middle layer,152,On foot,480
19,2021,E02005617,2021 super output areas - middle layer,152,Other method of travel to work,66
20,2021,E02005629,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3018
21,2021,E02005629,2021 super output areas - middle layer,152,Work mainly at or from home,1227
22,2021,E02005629,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",1
23,2021,E02005629,2021 super output areas - middle layer,152,Train,24
24,2021,E02005629,2021 super output areas - middle layer,152,"Bus, minibus or coach",7
25,2021,E02005629,2021 super output areas - middle layer,152,Taxi,7
26,2021,E02005629,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",7
27,2021,E02005629,2021 super output areas - middle layer,152,Driving a car or van,1493
28,2021,E02005629,2021 super output areas - middle layer,152,Passenger in a car or van,88
29,2021,E02005629,2021 super output areas - middle layer,152,Bicycle,27
30,2021,E02005629,2021 super output areas - middle layer,152,On foot,101
31,2021,E02005629,2021 super output areas - middle layer,152,Other method of travel to work,36
32,2021,E02005630,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4653
33,2021,E02005630,2021 super output areas - middle layer,152,Work mainly at or from home,1774
34,2021,E02005630,2021 super output areas - middle layer,152,"Underground, metro, light rail, tram",5
35,2021,E02005630,2021 super output areas - middle layer,152,Train,19
36,2021,E02005630,2021 super output areas - middle layer,152,"Bus, minibus or coach",14
37,2021,E02005630,2021 super output areas - middle layer,152,Taxi,5
38,2021,E02005630,2021 super output areas - middle layer,152,"Motorcycle, scooter or moped",14
39,2021,E02005630,2021 super output areas - middle layer,152,Driving a car or van,2147
40,2021,E02005630,2021 super output areas - middle layer,152,Passenger in a car or van,133
41,2021,E02005630,2021 super output areas - middle layer,152,Bicycle,106
42,2021,E02005630,2021 super output areas - middle layer,152,On foot,406
43,2021,E02005630,2021 super output areas - middle layer,152,Other method of travel to work,30
44,2021,E02005631,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,5844
45,2021,E02005631,2021 super output areas - middle layer,152,Work mainly at or from home,1810
