,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_TENURE_9_NAME,OBS_VALUE
0,2021,E02004193,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,662
1,2021,E02004193,2021 super output areas - middle layer,152,Private rented: Other private rented,85
2,2021,E02004193,2021 super output areas - middle layer,152,Lives rent free,0
3,2021,E02004193,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1818
4,2021,E02004193,2021 super output areas - middle layer,152,Private rented or lives rent free,747
5,2021,E02004194,2021 super output areas - middle layer,152,Total: All households,3106
6,2021,E02004194,2021 super output areas - middle layer,152,Owned,2179
7,2021,E02004194,2021 super output areas - middle layer,152,Owned: Owns outright,1398
8,2021,E02004194,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,781
9,2021,E02004194,2021 super output areas - middle layer,152,Shared ownership,58
10,2021,E02004194,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,58
11,2021,E02004194,2021 super output areas - middle layer,152,Social rented,289
12,2021,E02004194,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,46
13,2021,E02004194,2021 super output areas - middle layer,152,Social rented: Other social rented,243
14,2021,E02004194,2021 super output areas - middle layer,152,Private rented,579
15,2021,E02004194,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,485
16,2021,E02004194,2021 super output areas - middle layer,152,Private rented: Other private rented,94
17,2021,E02004194,2021 super output areas - middle layer,152,Lives rent free,1
18,2021,E02004194,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,839
19,2021,E02004194,2021 super output areas - middle layer,152,Private rented or lives rent free,580
20,2021,E02004195,2021 super output areas - middle layer,152,Total: All households,2519
21,2021,E02004195,2021 super output areas - middle layer,152,Owned,1502
22,2021,E02004195,2021 super output areas - middle layer,152,Owned: Owns outright,1055
23,2021,E02004195,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,447
24,2021,E02004195,2021 super output areas - middle layer,152,Shared ownership,25
25,2021,E02004195,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,25
26,2021,E02004195,2021 super output areas - middle layer,152,Social rented,541
27,2021,E02004195,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,116
28,2021,E02004195,2021 super output areas - middle layer,152,Social rented: Other social rented,425
29,2021,E02004195,2021 super output areas - middle layer,152,Private rented,451
30,2021,E02004195,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,359
31,2021,E02004195,2021 super output areas - middle layer,152,Private rented: Other private rented,92
32,2021,E02004195,2021 super output areas - middle layer,152,Lives rent free,0
33,2021,E02004195,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,472
34,2021,E02004195,2021 super output areas - middle layer,152,Private rented or lives rent free,451
35,2021,E02004196,2021 super output areas - middle layer,152,Total: All households,3483
36,2021,E02004196,2021 super output areas - middle layer,152,Owned,2490
37,2021,E02004196,2021 super output areas - middle layer,152,Owned: Owns outright,1608
38,2021,E02004196,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,882
39,2021,E02004196,2021 super output areas - middle layer,152,Shared ownership,57
40,2021,E02004196,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,57
41,2021,E02004196,2021 super output areas - middle layer,152,Social rented,391
42,2021,E02004196,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,73
43,2021,E02004196,2021 super output areas - middle layer,152,Social rented: Other social rented,318
44,2021,E02004196,2021 super output areas - middle layer,152,Private rented,545
45,2021,E02004196,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,442
46,2021,E02004196,2021 super output areas - middle layer,152,Private rented: Other private rented,103
47,2021,E02004196,2021 super output areas - middle layer,152,Lives rent free,0
48,2021,E02004196,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,939
49,2021,E02004196,2021 super output areas - middle layer,152,Private rented or lives rent free,545
50,2021,E02004197,2021 super output areas - middle layer,152,Total: All households,3208
51,2021,E02004197,2021 super output areas - middle layer,152,Owned,2497
52,2021,E02004197,2021 super output areas - middle layer,152,Owned: Owns outright,1559
53,2021,E02004197,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,938
54,2021,E02004197,2021 super output areas - middle layer,152,Shared ownership,91
55,2021,E02004197,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,91
56,2021,E02004197,2021 super output areas - middle layer,152,Social rented,275
57,2021,E02004197,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,38
58,2021,E02004197,2021 super output areas - middle layer,152,Social rented: Other social rented,237
59,2021,E02004197,2021 super output areas - middle layer,152,Private rented,345
60,2021,E02004197,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,289
61,2021,E02004197,2021 super output areas - middle layer,152,Private rented: Other private rented,56
62,2021,E02004197,2021 super output areas - middle layer,152,Lives rent free,0
63,2021,E02004197,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,1029
64,2021,E02004197,2021 super output areas - middle layer,152,Private rented or lives rent free,345
65,2021,E02004198,2021 super output areas - middle layer,152,Total: All households,2930
66,2021,E02004198,2021 super output areas - middle layer,152,Owned,1801
67,2021,E02004198,2021 super output areas - middle layer,152,Owned: Owns outright,1189
68,2021,E02004198,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,612
69,2021,E02004198,2021 super output areas - middle layer,152,Shared ownership,32
70,2021,E02004198,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,32
71,2021,E02004198,2021 super output areas - middle layer,152,Social rented,532
72,2021,E02004198,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,117
73,2021,E02004198,2021 super output areas - middle layer,152,Social rented: Other social rented,415
74,2021,E02004198,2021 super output areas - middle layer,152,Private rented,562
75,2021,E02004198,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,485
76,2021,E02004198,2021 super output areas - middle layer,152,Private rented: Other private rented,77
77,2021,E02004198,2021 super output areas - middle layer,152,Lives rent free,3
78,2021,E02004198,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,644
79,2021,E02004198,2021 super output areas - middle layer,152,Private rented or lives rent free,565
80,2021,E02004199,2021 super output areas - middle layer,152,Total: All households,2656
81,2021,E02004199,2021 super output areas - middle layer,152,Owned,2040
82,2021,E02004199,2021 super output areas - middle layer,152,Owned: Owns outright,1510
83,2021,E02004199,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,530
84,2021,E02004199,2021 super output areas - middle layer,152,Shared ownership,19
85,2021,E02004199,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,19
86,2021,E02004199,2021 super output areas - middle layer,152,Social rented,222
87,2021,E02004199,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,27
88,2021,E02004199,2021 super output areas - middle layer,152,Social rented: Other social rented,195
89,2021,E02004199,2021 super output areas - middle layer,152,Private rented,374
90,2021,E02004199,2021 super output areas - middle layer,152,Private rented: Private landlord or letting agency,293
91,2021,E02004199,2021 super output areas - middle layer,152,Private rented: Other private rented,81
92,2021,E02004199,2021 super output areas - middle layer,152,Lives rent free,1
93,2021,E02004199,2021 super output areas - middle layer,152,Owns with a mortgage or loan or shared ownership,549
94,2021,E02004199,2021 super output areas - middle layer,152,Private rented or lives rent free,375
95,2021,E02004200,2021 super output areas - middle layer,152,Total: All households,2414
96,2021,E02004200,2021 super output areas - middle layer,152,Owned,1721
97,2021,E02004200,2021 super output areas - middle layer,152,Owned: Owns outright,1229
98,2021,E02004200,2021 super output areas - middle layer,152,Owned: Owns with a mortgage or loan,492
99,2021,E02004200,2021 super output areas - middle layer,152,Shared ownership,27
100,2021,E02004200,2021 super output areas - middle layer,152,Shared ownership: Shared ownership,27
101,2021,E02004200,2021 super output areas - middle layer,152,Social rented,339
102,2021,E02004200,2021 super output areas - middle layer,152,Social rented: Rents from council or Local Authority,52
