,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_OCC_10_NAME,OBS_VALUE
0,2021,E02002483,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,4927
1,2021,E02002483,2021 super output areas - middle layer,152,"1. Managers, directors and senior officials",518
2,2021,E02002483,2021 super output areas - middle layer,152,2. Professional occupations,906
3,2021,E02002483,2021 super output areas - middle layer,152,3. Associate professional and technical occupations,682
4,2021,E02002483,2021 super output areas - middle layer,152,4. Administrative and secretarial occupations,469
5,2021,E02002483,2021 super output areas - middle layer,152,5. Skilled trades occupations,618
6,2021,E02002483,2021 super output areas - middle layer,152,"6. Caring, leisure and other service occupations",487
7,2021,E02002483,2021 super output areas - middle layer,152,7. Sales and customer service occupations,392
8,2021,E02002483,2021 super output areas - middle layer,152,"8. Process, plant and machine operatives",427
9,2021,E02002483,2021 super output areas - middle layer,152,9. Elementary occupations,428
10,2021,E02002484,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,3636
11,2021,E02002484,2021 super output areas - middle layer,152,"1. Managers, directors and senior officials",234
12,2021,E02002484,2021 super output areas - middle layer,152,2. Professional occupations,413
13,2021,E02002484,2021 super output areas - middle layer,152,3. Associate professional and technical occupations,332
14,2021,E02002484,2021 super output areas - middle layer,152,4. Administrative and secretarial occupations,271
15,2021,E02002484,2021 super output areas - middle layer,152,5. Skilled trades occupations,457
16,2021,E02002484,2021 super output areas - middle layer,152,"6. Caring, leisure and other service occupations",515
17,2021,E02002484,2021 super output areas - middle layer,152,7. Sales and customer service occupations,393
18,2021,E02002484,2021 super output areas - middle layer,152,"8. Process, plant and machine operatives",419
19,2021,E02002484,2021 super output areas - middle layer,152,9. Elementary occupations,602
20,2021,E02002485,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,2941
21,2021,E02002485,2021 super output areas - middle layer,152,"1. Managers, directors and senior officials",181
22,2021,E02002485,2021 super output areas - middle layer,152,2. Professional occupations,324
23,2021,E02002485,2021 super output areas - middle layer,152,3. Associate professional and technical occupations,311
24,2021,E02002485,2021 super output areas - middle layer,152,4. Administrative and secretarial occupations,232
25,2021,E02002485,2021 super output areas - middle layer,152,5. Skilled trades occupations,368
26,2021,E02002485,2021 super output areas - middle layer,152,"6. Caring, leisure and other service occupations",393
27,2021,E02002485,2021 super output areas - middle layer,152,7. Sales and customer service occupations,391
28,2021,E02002485,2021 super output areas - middle layer,152,"8. Process, plant and machine operatives",311
29,2021,E02002485,2021 super output areas - middle layer,152,9. Elementary occupations,430
30,2021,E02002489,2021 super output areas - middle layer,152,Total: All usual residents aged 16 years and over in employment the week before the census,2505
31,2021,E02002489,2021 super output areas - middle layer,152,"1. Managers, directors and senior officials",168
32,2021,E02002489,2021 super output areas - middle layer,152,2. Professional occupations,332
33,2021,E02002489,2021 super output areas - middle layer,152,3. Associate professional and technical occupations,270
34,2021,E02002489,2021 super output areas - middle layer,152,4. Administrative and secretarial occupations,224
