,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,COMMTYPE_NAME,OBS_VALUE
0,2001,E02002559,2001 super output areas - middle layer,305,All communal establishments,5
1,2001,E02002559,2001 super output areas - middle layer,305,Number of residents by communal establishment type,34
2,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
3,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
4,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
5,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
6,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
7,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,18
8,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,0
9,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
10,2001,E02002559,2001 super output areas - middle layer,305,Medical and care establishments - Other,16
11,2001,E02002559,2001 super output areas - middle layer,305,Other establishments,0
12,2001,E02002559,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,34
13,2001,E02002559,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
14,2001,E02002560,2001 super output areas - middle layer,305,All communal establishments,0
15,2001,E02002560,2001 super output areas - middle layer,305,Number of residents by communal establishment type,36
16,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
17,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
18,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
19,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
20,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
21,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
22,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - Other - Residential care home,36
23,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - Other - Children's home,0
24,2001,E02002560,2001 super output areas - middle layer,305,Medical and care establishments - Other,0
25,2001,E02002560,2001 super output areas - middle layer,305,Other establishments,0
26,2001,E02002560,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - medical and care establishments,36
27,2001,E02002560,2001 super output areas - middle layer,305,Residents in establishments with limiting long-term illness - other establishments,0
28,2001,E02002561,2001 super output areas - middle layer,305,All communal establishments,5
29,2001,E02002561,2001 super output areas - middle layer,305,Number of residents by communal establishment type,15
30,2001,E02002561,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Psychiatric hospital / home,0
31,2001,E02002561,2001 super output areas - middle layer,305,Medical and care establishments - NHS - Other hospital home,0
32,2001,E02002561,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Children's home,0
33,2001,E02002561,2001 super output areas - middle layer,305,Medical and care establishments - Local Authority - Other,0
34,2001,E02002561,2001 super output areas - middle layer,305,Medical and care establishments - Housing association,0
35,2001,E02002561,2001 super output areas - middle layer,305,Medical and care establishments - Other - Nursing home,0
