,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_HHCHUK11_NAME,OBS_VALUE
0,2001,E02002559,2001 super output areas - middle layer,305,All households,2663
1,2001,E02002559,2001 super output areas - middle layer,305,One person household,636
2,2001,E02002559,2001 super output areas - middle layer,305,One person household - Pensioner,276
3,2001,E02002559,2001 super output areas - middle layer,305,One person household - Other,360
4,2001,E02002559,2001 super output areas - middle layer,305,One family and no others,1942
5,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - All pensioners,279
6,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,560
7,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,562
8,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,183
9,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,141
10,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,54
11,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,6
12,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,100
13,2001,E02002559,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,57
14,2001,E02002559,2001 super output areas - middle layer,305,Other households,85
15,2001,E02002559,2001 super output areas - middle layer,305,Other households - With dependent children,23
16,2001,E02002559,2001 super output areas - middle layer,305,Other households - All students,0
17,2001,E02002559,2001 super output areas - middle layer,305,Other households - All pensioner,7
18,2001,E02002559,2001 super output areas - middle layer,305,Other households - Other,55
19,2001,E02002560,2001 super output areas - middle layer,305,All households,2422
20,2001,E02002560,2001 super output areas - middle layer,305,One person household,583
21,2001,E02002560,2001 super output areas - middle layer,305,One person household - Pensioner,289
22,2001,E02002560,2001 super output areas - middle layer,305,One person household - Other,294
23,2001,E02002560,2001 super output areas - middle layer,305,One family and no others,1750
24,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - All pensioners,190
25,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,405
26,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,501
27,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,189
28,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,137
29,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,118
30,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,12
31,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,128
32,2001,E02002560,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,70
33,2001,E02002560,2001 super output areas - middle layer,305,Other households,89
34,2001,E02002560,2001 super output areas - middle layer,305,Other households - With dependent children,42
35,2001,E02002560,2001 super output areas - middle layer,305,Other households - All students,0
36,2001,E02002560,2001 super output areas - middle layer,305,Other households - All pensioner,8
37,2001,E02002560,2001 super output areas - middle layer,305,Other households - Other,39
38,2001,E02002561,2001 super output areas - middle layer,305,All households,2468
39,2001,E02002561,2001 super output areas - middle layer,305,One person household,609
40,2001,E02002561,2001 super output areas - middle layer,305,One person household - Pensioner,257
41,2001,E02002561,2001 super output areas - middle layer,305,One person household - Other,352
42,2001,E02002561,2001 super output areas - middle layer,305,One family and no others,1798
43,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - All pensioners,205
44,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,459
45,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,539
46,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,186
47,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,122
48,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,77
49,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,7
50,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,136
51,2001,E02002561,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,67
52,2001,E02002561,2001 super output areas - middle layer,305,Other households,61
53,2001,E02002561,2001 super output areas - middle layer,305,Other households - With dependent children,29
54,2001,E02002561,2001 super output areas - middle layer,305,Other households - All students,0
55,2001,E02002561,2001 super output areas - middle layer,305,Other households - All pensioner,8
56,2001,E02002561,2001 super output areas - middle layer,305,Other households - Other,24
57,2001,E02002562,2001 super output areas - middle layer,305,All households,2814
58,2001,E02002562,2001 super output areas - middle layer,305,One person household,1118
59,2001,E02002562,2001 super output areas - middle layer,305,One person household - Pensioner,513
60,2001,E02002562,2001 super output areas - middle layer,305,One person household - Other,605
61,2001,E02002562,2001 super output areas - middle layer,305,One family and no others,1570
62,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - All pensioners,178
63,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,279
64,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,415
65,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,119
66,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,145
67,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,111
68,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - all children non-dependent,6
69,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - Lone parent households - with dependent children,254
70,2001,E02002562,2001 super output areas - middle layer,305,One family and no others - Lone parent households - all children non-dependent,63
71,2001,E02002562,2001 super output areas - middle layer,305,Other households,126
72,2001,E02002562,2001 super output areas - middle layer,305,Other households - With dependent children,47
73,2001,E02002562,2001 super output areas - middle layer,305,Other households - All students,0
74,2001,E02002562,2001 super output areas - middle layer,305,Other households - All pensioner,9
75,2001,E02002562,2001 super output areas - middle layer,305,Other households - Other,70
76,2001,E02002563,2001 super output areas - middle layer,305,All households,2367
77,2001,E02002563,2001 super output areas - middle layer,305,One person household,694
78,2001,E02002563,2001 super output areas - middle layer,305,One person household - Pensioner,421
79,2001,E02002563,2001 super output areas - middle layer,305,One person household - Other,273
80,2001,E02002563,2001 super output areas - middle layer,305,One family and no others,1572
81,2001,E02002563,2001 super output areas - middle layer,305,One family and no others - All pensioners,204
82,2001,E02002563,2001 super output areas - middle layer,305,One family and no others - married couple households - no children,354
83,2001,E02002563,2001 super output areas - middle layer,305,One family and no others - married couple households - with dependent children,357
84,2001,E02002563,2001 super output areas - middle layer,305,One family and no others - married couple households - all children non-dependent,165
85,2001,E02002563,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - no children,91
86,2001,E02002563,2001 super output areas - middle layer,305,One family and no others - cohabiting couple households - with dependent children,104
