,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_NSSEC_NAME,OBS_VALUE
0,2001,E02002559,2001 super output areas - middle layer,305,All categories: NS-SeC,2392
1,2001,E02002559,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,73
2,2001,E02002559,2001 super output areas - middle layer,305,Higher professional occupations,81
3,2001,E02002559,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",608
4,2001,E02002559,2001 super output areas - middle layer,305,Intermediate occupations,373
5,2001,E02002559,2001 super output areas - middle layer,305,Small employers and own account workers,167
6,2001,E02002559,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,82
7,2001,E02002559,2001 super output areas - middle layer,305,Semi-routine occupations,266
8,2001,E02002559,2001 super output areas - middle layer,305,Routine occupations,118
9,2001,E02002559,2001 super output areas - middle layer,305,Never worked,31
10,2001,E02002559,2001 super output areas - middle layer,305,Long-term unemployed,10
11,2001,E02002559,2001 super output areas - middle layer,305,Full-time students,92
12,2001,E02002559,2001 super output areas - middle layer,305,Not classifiable for other reasons,491
13,2001,E02002560,2001 super output areas - middle layer,305,All categories: NS-SeC,2193
14,2001,E02002560,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,39
15,2001,E02002560,2001 super output areas - middle layer,305,Higher professional occupations,39
16,2001,E02002560,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",400
17,2001,E02002560,2001 super output areas - middle layer,305,Intermediate occupations,345
18,2001,E02002560,2001 super output areas - middle layer,305,Small employers and own account workers,78
19,2001,E02002560,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,110
20,2001,E02002560,2001 super output areas - middle layer,305,Semi-routine occupations,405
21,2001,E02002560,2001 super output areas - middle layer,305,Routine occupations,205
22,2001,E02002560,2001 super output areas - middle layer,305,Never worked,43
23,2001,E02002560,2001 super output areas - middle layer,305,Long-term unemployed,9
24,2001,E02002560,2001 super output areas - middle layer,305,Full-time students,91
25,2001,E02002560,2001 super output areas - middle layer,305,Not classifiable for other reasons,429
26,2001,E02002561,2001 super output areas - middle layer,305,All categories: NS-SeC,2295
27,2001,E02002561,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,44
28,2001,E02002561,2001 super output areas - middle layer,305,Higher professional occupations,43
29,2001,E02002561,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",481
30,2001,E02002561,2001 super output areas - middle layer,305,Intermediate occupations,391
31,2001,E02002561,2001 super output areas - middle layer,305,Small employers and own account workers,65
32,2001,E02002561,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,126
