,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_NSSEC_NAME,OBS_VALUE
0,2001,E02005551,2001 super output areas - middle layer,305,Higher professional occupations,62
1,2001,E02005551,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",258
2,2001,E02005551,2001 super output areas - middle layer,305,Intermediate occupations,50
3,2001,E02005551,2001 super output areas - middle layer,305,Small employers and own account workers,251
4,2001,E02005551,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,151
5,2001,E02005551,2001 super output areas - middle layer,305,Semi-routine occupations,159
6,2001,E02005551,2001 super output areas - middle layer,305,Routine occupations,177
7,2001,E02005551,2001 super output areas - middle layer,305,Never worked,42
8,2001,E02005551,2001 super output areas - middle layer,305,Long-term unemployed,22
9,2001,E02005551,2001 super output areas - middle layer,305,Full-time students,47
10,2001,E02005551,2001 super output areas - middle layer,305,Not classifiable for other reasons,510
11,2001,E02005552,2001 super output areas - middle layer,305,All categories: NS-SeC,2872
12,2001,E02005552,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,70
13,2001,E02005552,2001 super output areas - middle layer,305,Higher professional occupations,150
14,2001,E02005552,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",397
15,2001,E02005552,2001 super output areas - middle layer,305,Intermediate occupations,55
16,2001,E02005552,2001 super output areas - middle layer,305,Small employers and own account workers,509
17,2001,E02005552,2001 super output areas - middle layer,305,Lower supervisory and technical occupations,276
18,2001,E02005552,2001 super output areas - middle layer,305,Semi-routine occupations,288
19,2001,E02005552,2001 super output areas - middle layer,305,Routine occupations,319
20,2001,E02005552,2001 super output areas - middle layer,305,Never worked,33
21,2001,E02005552,2001 super output areas - middle layer,305,Long-term unemployed,28
22,2001,E02005552,2001 super output areas - middle layer,305,Full-time students,184
23,2001,E02005552,2001 super output areas - middle layer,305,Not classifiable for other reasons,563
24,2001,E02005553,2001 super output areas - middle layer,305,All categories: NS-SeC,2886
25,2001,E02005553,2001 super output areas - middle layer,305,Large employers and higher managerial and administrative occupations,81
26,2001,E02005553,2001 super output areas - middle layer,305,Higher professional occupations,89
27,2001,E02005553,2001 super output areas - middle layer,305,"Lower managerial, administrative and professional occupations",428
