,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,CELL_NAME,OBS_VALUE
0,2011,E02002559,2011 super output areas - middle layer,297,All categories: Occupation,2274
1,2011,E02002559,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",224
2,2011,E02002559,2011 super output areas - middle layer,297,2. Professional occupations,547
3,2011,E02002559,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,307
4,2011,E02002559,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,441
5,2011,E02002559,2011 super output areas - middle layer,297,5. Skilled trades occupations,65
6,2011,E02002559,2011 super output areas - middle layer,297,"6. Caring, leisure and other service occupations",309
7,2011,E02002559,2011 super output areas - middle layer,297,7. Sales and customer service occupations,212
8,2011,E02002559,2011 super output areas - middle layer,297,8. Process plant and machine operatives,25
9,2011,E02002559,2011 super output areas - middle layer,297,9. Elementary occupations,144
10,2011,E02002560,2011 super output areas - middle layer,297,All categories: Occupation,1522
11,2011,E02002560,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",117
12,2011,E02002560,2011 super output areas - middle layer,297,2. Professional occupations,183
13,2011,E02002560,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,146
14,2011,E02002560,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,354
15,2011,E02002560,2011 super output areas - middle layer,297,5. Skilled trades occupations,32
16,2011,E02002560,2011 super output areas - middle layer,297,"6. Caring, leisure and other service occupations",268
17,2011,E02002560,2011 super output areas - middle layer,297,7. Sales and customer service occupations,273
18,2011,E02002560,2011 super output areas - middle layer,297,8. Process plant and machine operatives,17
19,2011,E02002560,2011 super output areas - middle layer,297,9. Elementary occupations,132
20,2011,E02002561,2011 super output areas - middle layer,297,All categories: Occupation,1435
21,2011,E02002561,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",95
22,2011,E02002561,2011 super output areas - middle layer,297,2. Professional occupations,212
23,2011,E02002561,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,145
24,2011,E02002561,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,342
25,2011,E02002561,2011 super output areas - middle layer,297,5. Skilled trades occupations,24
26,2011,E02002561,2011 super output areas - middle layer,297,"6. Caring, leisure and other service occupations",248
27,2011,E02002561,2011 super output areas - middle layer,297,7. Sales and customer service occupations,234
28,2011,E02002561,2011 super output areas - middle layer,297,8. Process plant and machine operatives,19
29,2011,E02002561,2011 super output areas - middle layer,297,9. Elementary occupations,116
30,2011,E02002562,2011 super output areas - middle layer,297,All categories: Occupation,1356
31,2011,E02002562,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",72
32,2011,E02002562,2011 super output areas - middle layer,297,2. Professional occupations,154
33,2011,E02002562,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,81
34,2011,E02002562,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,246
35,2011,E02002562,2011 super output areas - middle layer,297,5. Skilled trades occupations,58
36,2011,E02002562,2011 super output areas - middle layer,297,"6. Caring, leisure and other service occupations",253
37,2011,E02002562,2011 super output areas - middle layer,297,7. Sales and customer service occupations,271
38,2011,E02002562,2011 super output areas - middle layer,297,8. Process plant and machine operatives,28
39,2011,E02002562,2011 super output areas - middle layer,297,9. Elementary occupations,193
40,2011,E02002563,2011 super output areas - middle layer,297,All categories: Occupation,1219
41,2011,E02002563,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",85
42,2011,E02002563,2011 super output areas - middle layer,297,2. Professional occupations,144
43,2011,E02002563,2011 super output areas - middle layer,297,3. Associate professional and technical occupations,112
44,2011,E02002563,2011 super output areas - middle layer,297,4. Administrative and secretarial occupations,205
45,2011,E02002563,2011 super output areas - middle layer,297,5. Skilled trades occupations,41
46,2011,E02002563,2011 super output areas - middle layer,297,"6. Caring, leisure and other service occupations",239
47,2011,E02002563,2011 super output areas - middle layer,297,7. Sales and customer service occupations,212
48,2011,E02002563,2011 super output areas - middle layer,297,8. Process plant and machine operatives,16
49,2011,E02002563,2011 super output areas - middle layer,297,9. Elementary occupations,165
50,2011,E02002564,2011 super output areas - middle layer,297,All categories: Occupation,2026
51,2011,E02002564,2011 super output areas - middle layer,297,"1. Managers, directors and senior officials",108
